ekatte,region,municipality,settlement,permanent_1999,current_1999
02381,БЛАГОЕВГРАД,ГЪРМЕН,С. БАЛДЕВО,250,293
16763,БЛАГОЕВГРАД,ГЪРМЕН,С. ГОРНО ДРЯНОВО,1102,1073
18366,БЛАГОЕВГРАД,ГЪРМЕН,С. ГЪРМЕН,1731,1845
20331,БЛАГОЕВГРАД,ГЪРМЕН,С. ДЕБРЕН,2239,2179
22616,БЛАГОЕВГРАД,ГЪРМЕН,С. ДОЛНО ДРЯНОВО,1228,1206
24267,БЛАГОЕВГРАД,ГЪРМЕН,С. ДЪБНИЦА,1991,1735
37472,БЛАГОЕВГРАД,ГЪРМЕН,С. КОВАЧЕВИЦА,59,63
40138,БЛАГОЕВГРАД,ГЪРМЕН,С. КРУШЕВО,249,236
43606,БЛАГОЕВГРАД,ГЪРМЕН,С. ЛЕЩЕН,20,24
47408,БЛАГОЕВГРАД,ГЪРМЕН,С. МАРЧЕВО,186,191
53326,БЛАГОЕВГРАД,ГЪРМЕН,С. ОГНЯНОВО,1578,1657
53727,БЛАГОЕВГРАД,ГЪРМЕН,С. ОРЕШЕ,405,398
54184,БЛАГОЕВГРАД,ГЪРМЕН,С. ОСИКОВО,628,583
62640,БЛАГОЕВГРАД,ГЪРМЕН,С. РИБНОВО,2720,2431
66874,БЛАГОЕВГРАД,ГЪРМЕН,С. СКРЕБАТНО,363,331
77222,БЛАГОЕВГРАД,ГЪРМЕН,С. ХВОСТЯНЕ,956,607
06834,БЛАГОЕВГРАД,КРЕСНА,С. БУДИЛЦИ,0,0
11569,БЛАГОЕВГРАД,КРЕСНА,С. ВЛАХИ,31,24
39699,БЛАГОЕВГРАД,КРЕСНА,ГР. КРЕСНА,3941,4090
16136,БЛАГОЕВГРАД,КРЕСНА,С. ГОРНА БРЕЗНИЦА,611,740
22068,БЛАГОЕВГРАД,КРЕСНА,С. ДОЛНА ГРАДЕШНИЦА,787,762
27098,БЛАГОЕВГРАД,КРЕСНА,С. ЕЗЕРЕЦ,0,0
52163,БЛАГОЕВГРАД,КРЕСНА,С. НОВО СЕЛО,0,0
54537,БЛАГОЕВГРАД,КРЕСНА,С. ОЩАВА,113,125
67369,БЛАГОЕВГРАД,КРЕСНА,С. СЛИВНИЦА,677,688
02806,БЛАГОЕВГРАД,ПЕТРИЧ,С. БАСКАЛЦИ,146,132
03294,БЛАГОЕВГРАД,ПЕТРИЧ,С. БЕЛАСИЦА,1199,1187
05596,БЛАГОЕВГРАД,ПЕТРИЧ,С. БОРОВИЧЕНЕ,129,116
11358,БЛАГОЕВГРАД,ПЕТРИЧ,С. ВИШЛЕНЕ,74,105
12036,БЛАГОЕВГРАД,ПЕТРИЧ,С. ВОЛНО,62,46
14091,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГАБРЕНЕ,894,820
14581,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГЕГА,419,403
17302,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГОРЧЕВО,13,13
18472,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГЮРГЕВО,2,0
21885,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛЕНЕ,49,57
22143,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНА КРУШИЦА,341,295
22246,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНА РИБНИЦА,448,477
22842,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНО СПАНЧЕВО,172,172
23488,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРАГУШ,59,60
23563,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРАНГОВО,513,535
23683,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРЕНОВИЦА,29,27
23697,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРЕНОВО,87,234
30315,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЗАНОГА,5,0
31317,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЗОЙЧЕНЕ,82,78
32086,БЛАГОЕВГРАД,ПЕТРИЧ,С. ИВАНОВО,25,14
35081,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАВРАКИРОВО,1526,1548
35688,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАМЕНА,383,401
36083,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАПАТОВО,260,248
37143,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЛАДЕНЦИ,60,66
37349,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЛЮЧ,1199,1109
37989,БЛАГОЕВГРАД,ПЕТРИЧ,С. КОЛАРОВО,2403,2272
39935,БЛАГОЕВГРАД,ПЕТРИЧ,С. КРОМИДОВО,187,187
40302,БЛАГОЕВГРАД,ПЕТРИЧ,С. КРЪНДЖИЛИЦА,29,25
40508,БЛАГОЕВГРАД,ПЕТРИЧ,С. КУКУРАХЦЕВО,77,95
40539,БЛАГОЕВГРАД,ПЕТРИЧ,С. КУЛАТА,928,905
40912,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЪРНАЛОВО,2007,1930
47189,БЛАГОЕВГРАД,ПЕТРИЧ,С. МАРИКОСТЕНОВО,1441,1362
47247,БЛАГОЕВГРАД,ПЕТРИЧ,С. МАРИНО ПОЛЕ,340,345
47799,БЛАГОЕВГРАД,ПЕТРИЧ,С. МЕНДОВО,132,151
48458,БЛАГОЕВГРАД,ПЕТРИЧ,С. МИТИНО,331,373
48578,БЛАГОЕВГРАД,ПЕТРИЧ,С. МИХНЕВО,1257,1235
49312,БЛАГОЕВГРАД,ПЕТРИЧ,С. РУПИТЕ,1141,1159
52091,БЛАГОЕВГРАД,ПЕТРИЧ,С. НОВО КОНОМЛАДИ,177,212
56126,БЛАГОЕВГРАД,ПЕТРИЧ,ГР. ПЕТРИЧ,33206,29985
58061,БЛАГОЕВГРАД,ПЕТРИЧ,С. ПРАВО БЪРДО,124,141
58390,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГЕНЕРАЛ ТОДОРОВ,740,756
59077,БЛАГОЕВГРАД,ПЕТРИЧ,С. ПЪРВОМАЙ,3399,3239
62623,БЛАГОЕВГРАД,ПЕТРИЧ,С. РИБНИК,230,197
63542,БЛАГОЕВГРАД,ПЕТРИЧ,С. РЪЖДАК,283,298
65288,БЛАГОЕВГРАД,ПЕТРИЧ,С. САМУИЛОВА КРЕПОСТ,3,1
65293,БЛАГОЕВГРАД,ПЕТРИЧ,С. САМУИЛОВО,952,939
66322,БЛАГОЕВГРАД,ПЕТРИЧ,С. БОГОРОДИЦА,42,44
66901,БЛАГОЕВГРАД,ПЕТРИЧ,С. СКРЪТ,1238,1129
69119,БЛАГОЕВГРАД,ПЕТРИЧ,С. СТАРЧЕВО,678,718
69941,БЛАГОЕВГРАД,ПЕТРИЧ,С. СТРУМЕШНИЦА,414,397
72672,БЛАГОЕВГРАД,ПЕТРИЧ,С. ТОНСКО ДАБЕ,2,0
72744,БЛАГОЕВГРАД,ПЕТРИЧ,С. ТОПОЛНИЦА,812,882
81788,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУРИЛОВО,101,104
81791,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУРИЧЕНИ,313,311
81832,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУЧУЛИГОВО,226,239
87134,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЯВОРНИЦА,1045,993
87312,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЯКОВО,135,139
02693,БЛАГОЕВГРАД,РАЗЛОГ,С. БАНЯ,2820,2856
02960,БЛАГОЕВГРАД,РАЗЛОГ,С. БАЧЕВО,1623,1815
15326,БЛАГОЕВГРАД,РАЗЛОГ,С. ГОДЛЕВО,588,635
16754,БЛАГОЕВГРАД,РАЗЛОГ,С. ГОРНО ДРАГЛИЩЕ,1147,1093
21748,БЛАГОЕВГРАД,РАЗЛОГ,С. ДОБЪРСКО,654,690
22602,БЛАГОЕВГРАД,РАЗЛОГ,С. ДОЛНО ДРАГЛИЩЕ,684,694
61813,БЛАГОЕВГРАД,РАЗЛОГ,ГР. РАЗЛОГ,13802,13153
03335,БЛАГОЕВГРАД,САНДАНСКИ,С. БЕЛЕВЕХЧЕВО,2,1
03784,БЛАГОЕВГРАД,САНДАНСКИ,С. БЕЛЬОВО,33,18
04933,БЛАГОЕВГРАД,САНДАНСКИ,С. БОЖДОВО,5,9
11168,БЛАГОЕВГРАД,САНДАНСКИ,С. ВИНОГРАДИ,137,145
11315,БЛАГОЕВГРАД,САНДАНСКИ,С. ВИХРЕН,6,10
12200,БЛАГОЕВГРАД,САНДАНСКИ,С. ВРАНЯ,214,199
12471,БЛАГОЕВГРАД,САНДАНСКИ,С. ВЪЛКОВО,382,417
15549,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОЛЕМ ЦАЛИМ,4,26
15583,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОЛЕШОВО,161,127
16403,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОРНА СУШИЦА,76,69
16969,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОРНО СПАНЧЕВО,159,160
20105,БЛАГОЕВГРАД,САНДАНСКИ,С. ДАМЯНИЦА,1170,1339
20345,БЛАГОЕВГРАД,САНДАНСКИ,С. ДЕБРЕНЕ,44,95
20780,БЛАГОЕВГРАД,САНДАНСКИ,С. ДЖИГУРОВО,635,762
20910,БЛАГОЕВГРАД,САНДАНСКИ,С. ЗОРНИЦА,95,102
21909,БЛАГОЕВГРАД,САНДАНСКИ,С. ДОЛЕНИ,9,18
31139,БЛАГОЕВГРАД,САНДАНСКИ,С. ЗЛАТОЛИСТ,48,33
35362,БЛАГОЕВГРАД,САНДАНСКИ,С. КАЛИМАНЦИ,356,293
36693,БЛАГОЕВГРАД,САНДАНСКИ,С. КАТУНЦИ,1811,1765
36734,БЛАГОЕВГРАД,САНДАНСКИ,С. КАШИНА,17,19
37486,БЛАГОЕВГРАД,САНДАНСКИ,С. КОВАЧЕВО,33,40
40378,БЛАГОЕВГРАД,САНДАНСКИ,С. КРЪСТИЛЦИ,45,55
40926,БЛАГОЕВГРАД,САНДАНСКИ,С. КЪРЛАНОВО,63,63
43030,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛАДАРЕВО,62,57
43150,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛАСКАРЕВО,232,272
43181,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕБНИЦА,416,420
43243,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕВУНОВО,762,843
43503,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕХОВО,29,20
43565,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕШНИЦА,818,832
43699,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛИЛЯНОВО,192,217
44121,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛОЗЕНИЦА,104,115
44625,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЮБОВИЩЕ,29,37
44639,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЮБОВКА,61,66
46526,БЛАГОЕВГРАД,САНДАНСКИ,С. МАЛКИ ЦАЛИМ,8,19
47754,БЛАГОЕВГРАД,САНДАНСКИ,ГР. МЕЛНИК,258,287
52074,БЛАГОЕВГРАД,САНДАНСКИ,С. НОВО ДЕЛЧЕВО,1148,1260
52307,БЛАГОЕВГРАД,САНДАНСКИ,С. НОВО ХОДЖОВО,137,119
56174,БЛАГОЕВГРАД,САНДАНСКИ,С. ПЕТРОВО,853,947
56352,БЛАГОЕВГРАД,САНДАНСКИ,С. ПИПЕРИЦА,54,40
56410,БЛАГОЕВГРАД,САНДАНСКИ,С. ПИРИН,405,388
56839,БЛАГОЕВГРАД,САНДАНСКИ,С. ПЛОСКИ,913,828
57176,БЛАГОЕВГРАД,САНДАНСКИ,С. ПОЛЕНИЦА,1044,1080
62918,БЛАГОЕВГРАД,САНДАНСКИ,С. РОЖЕН,19,35
65334,БЛАГОЕВГРАД,САНДАНСКИ,ГР. САНДАНСКИ,31461,27940
66785,БЛАГОЕВГРАД,САНДАНСКИ,С. СКЛАВЕ,1533,1601
68223,БЛАГОЕВГРАД,САНДАНСКИ,С. СПАТОВО,149,147
69290,БЛАГОЕВГРАД,САНДАНСКИ,С. СТОЖА,102,132
69938,БЛАГОЕВГРАД,САНДАНСКИ,С. СТРУМА,613,639
70189,БЛАГОЕВГРАД,САНДАНСКИ,С. СУГАРЕВО,48,38
77361,БЛАГОЕВГРАД,САНДАНСКИ,С. ХОТОВО,158,152
77414,БЛАГОЕВГРАД,САНДАНСКИ,С. ХРАСНА,16,26
77565,БЛАГОЕВГРАД,САНДАНСКИ,С. ХЪРСОВО,350,331
80618,БЛАГОЕВГРАД,САНДАНСКИ,С. ЧЕРЕШНИЦА,99,96
87446,БЛАГОЕВГРАД,САНДАНСКИ,С. ЯНОВО,217,214
04707,БЛАГОЕВГРАД,САТОВЧА,С. БОГОЛИН,473,448
10046,БЛАГОЕВГРАД,САТОВЧА,С. ВАКЛИНОВО,1418,1326
12499,БЛАГОЕВГРАД,САТОВЧА,С. ВЪЛКОСЕЛ,2706,2505
15312,БЛАГОЕВГРАД,САТОВЧА,С. ГОДЕШЕВО,1300,1114
21868,БЛАГОЕВГРАД,САТОВЧА,С. ДОЛЕН,479,479
29372,БЛАГОЕВГРАД,САТОВЧА,С. ЖИЖЕВО,399,384
39089,БЛАГОЕВГРАД,САТОВЧА,С. КОЧАН,3328,3128
39726,БЛАГОЕВГРАД,САТОВЧА,С. КРИБУЛ,422,417
54225,БЛАГОЕВГРАД,САТОВЧА,С. ОСИНА,707,654
56740,БЛАГОЕВГРАД,САТОВЧА,С. ПЛЕТЕНА,2048,1901
65440,БЛАГОЕВГРАД,САТОВЧА,С. САТОВЧА,2389,2365
67270,БЛАГОЕВГРАД,САТОВЧА,С. СЛАЩЕН,2338,2174
73519,БЛАГОЕВГРАД,САТОВЧА,С. ТУХОВИЩА,937,856
76203,БЛАГОЕВГРАД,САТОВЧА,С. ФЪРГОВО,517,505
06238,БЛАГОЕВГРАД,СИМИТЛИ,С. БРЕЖАНИ,755,1084
06522,БЛАГОЕВГРАД,СИМИТЛИ,С. БРЕСТОВО,53,32
16870,БЛАГОЕВГРАД,СИМИТЛИ,С. ГОРНО ОСЕНОВО,16,16
17405,БЛАГОЕВГРАД,СИМИТЛИ,С. ГРАДЕВО,190,305
21837,БЛАГОЕВГРАД,СИМИТЛИ,С. ДОКАТИЧЕВО,15,16
22753,БЛАГОЕВГРАД,СИМИТЛИ,С. ДОЛНО ОСЕНОВО,1475,1455
29146,БЛАГОЕВГРАД,СИМИТЛИ,С. ЖЕЛЕЗНИЦА,282,354
71831,БЛАГОЕВГРАД,СИМИТЛИ,С. СУШИЦА,136,143
40052,БЛАГОЕВГРАД,СИМИТЛИ,С. КРУПНИК,2210,2393
48012,БЛАГОЕВГРАД,СИМИТЛИ,С. МЕЧКУЛ,16,50
57162,БЛАГОЕВГРАД,СИМИТЛИ,С. ПОЛЕНА,835,864
57203,БЛАГОЕВГРАД,СИМИТЛИ,С. ПОЛЕТО,631,779
61978,БЛАГОЕВГРАД,СИМИТЛИ,С. РАКИТНА,138,175
66247,БЛАГОЕВГРАД,СИМИТЛИ,С. СЕНОКОС,37,71
66460,БЛАГОЕВГРАД,СИМИТЛИ,ГР. СИМИТЛИ,7076,7613
70370,БЛАГОЕВГРАД,СИМИТЛИ,С. СУХОСТРЕЛ,60,44
73184,БЛАГОЕВГРАД,СИМИТЛИ,С. ТРОСКОВО,24,33
81013,БЛАГОЕВГРАД,СИМИТЛИ,С. ЧЕРНИЧЕ,939,1147
10608,БЛАГОЕВГРАД,СТРУМЯНИ,С. ВЕЛЮЩЕЦ,14,12
12142,БЛАГОЕВГРАД,СТРУМЯНИ,С. ВРАКУПОВИЦА,43,38
16033,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРЕМЕ,212,181
16273,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРНА КРУШИЦА,102,109
16362,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРНА РИБНИЦА,15,12
21467,БЛАГОЕВГРАД,СТРУМЯНИ,С. ДОБРИ ЛАКИ,334,318
23532,БЛАГОЕВГРАД,СТРУМЯНИ,С. ДРАКАТА,152,181
32322,БЛАГОЕВГРАД,СТРУМЯНИ,С. ИГРАЛИЩЕ,431,443
32665,БЛАГОЕВГРАД,СТРУМЯНИ,С. ИЛИНДЕНЦИ,966,1051
35818,БЛАГОЕВГРАД,СТРУМЯНИ,С. КАМЕНИЦА,218,172
37191,БЛАГОЕВГРАД,СТРУМЯНИ,С. КЛЕПАЛО,107,81
38056,БЛАГОЕВГРАД,СТРУМЯНИ,С. КОЛИБИТЕ,17,20
40957,БЛАГОЕВГРАД,СТРУМЯНИ,С. КЪРПЕЛЕВО,64,69
47473,БЛАГОЕВГРАД,СТРУМЯНИ,С. МАХАЛАТА,64,79
49686,БЛАГОЕВГРАД,СТРУМЯНИ,С. МИКРЕВО,2185,2269
51737,БЛАГОЕВГРАД,СТРУМЯНИ,С. НИКУДИН,173,204
55227,БЛАГОЕВГРАД,СТРУМЯНИ,С. ПАЛАТ,88,82
61772,БЛАГОЕВГРАД,СТРУМЯНИ,С. РАЗДОЛ,251,265
65930,БЛАГОЕВГРАД,СТРУМЯНИ,С. СЕДЕЛЕЦ,107,92
69969,БЛАГОЕВГРАД,СТРУМЯНИ,С. СТРУМЯНИ,841,1050
78046,БЛАГОЕВГРАД,СТРУМЯНИ,С. ЦАПАРЕВО,413,374
00014,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. АБЛАНИЦА,2809,2709
03976,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. БЕСЛЕН,800,761
04399,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. БЛАТСКА,756,742
14341,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ГАЙТАНИНОВО,126,147
32648,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ИЛИНДЕН,215,187
38532,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. КОПРИВЛЕН,1341,1636
44464,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ЛЪКИ,105,117
51860,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. НОВА ЛОВЧА,116,129
52101,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. НОВО ЛЕСКИ,401,557
55467,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ПАРИЛ,13,35
56109,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ПЕТРЕЛИК,222,238
65108,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. САДОВО,532,566
72268,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ТЕПЛЕН,459,454
72374,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ТЕШОВО,462,369
77058,БЛАГОЕВГРАД,ХАДЖИДИМОВО,ГР. ХАДЖИДИМОВО,3177,3122
00059,БЛАГОЕВГРАД,ЯКОРУДА,С. АВРАМОВО,708,699
03561,БЛАГОЕВГРАД,ЯКОРУДА,С. БЕЛ КАМЕН,696,605
07822,БЛАГОЕВГРАД,ЯКОРУДА,С. БУНЦЕВО,549,568
32603,БЛАГОЕВГРАД,ЯКОРУДА,С. СМОЛЕВО,625,620
38220,БЛАГОЕВГРАД,ЯКОРУДА,С. КОНАРСКО,1056,1029
81850,БЛАГОЕВГРАД,ЯКОРУДА,С. ЧЕРНА МЕСТА,422,400
86101,БЛАГОЕВГРАД,ЯКОРУДА,С. ЮРУКОВО,1171,1169
87338,БЛАГОЕВГРАД,ЯКОРУДА,ГР. ЯКОРУДА,6587,6183
00151,БУРГАС,АЙТОС,ГР. АЙТОС,24919,24030
23889,БУРГАС,АЙТОС,С. ДРЯНКОВЕЦ,187,204
30805,БУРГАС,АЙТОС,С. ЗЕТЬОВО,348,280
36227,БУРГАС,АЙТОС,С. КАРАГЕОРГИЕВО,1555,1429
36381,БУРГАС,АЙТОС,С. КАРАНОВО,930,904
44817,БУРГАС,АЙТОС,С. ЛЯСКОВО,167,192
46440,БУРГАС,АЙТОС,С. МАЛКА ПОЛЯНА,531,441
49477,БУРГАС,АЙТОС,С. МЪГЛЕН,1501,1224
56321,БУРГАС,АЙТОС,С. ПЕЩЕРСКО,931,757
56438,БУРГАС,АЙТОС,С. ПИРНЕ,521,689
57426,БУРГАС,АЙТОС,С. ПОЛЯНОВО,384,418
62013,БУРГАС,АЙТОС,С. РАКЛИНОВО,170,203
70473,БУРГАС,АЙТОС,С. СЪДИЕВО,302,437
72727,БУРГАС,АЙТОС,С. ТОПОЛИЦА,1060,1096
80813,БУРГАС,АЙТОС,С. ЧЕРНА МОГИЛА,464,351
81102,БУРГАС,АЙТОС,С. ЧЕРНОГРАД,696,672
81640,БУРГАС,АЙТОС,С. ЧУКАРКА,692,566
02573,БУРГАС,БУРГАС,С. БАНЕВО,1010,1635
06152,БУРГАС,БУРГАС,С. БРАТОВО,130,164
06776,БУРГАС,БУРГАС,С. БРЯСТОВЕЦ,247,301
07079,БУРГАС,БУРГАС,ГР. БУРГАС,225455,211305
07332,БУРГАС,БУРГАС,ГР. БЪЛГАРОВО,1957,2372
21141,БУРГАС,БУРГАС,С. ДИМЧЕВО,106,175
23090,БУРГАС,БУРГАС,С. ДРАГАНОВО,464,452
29427,БУРГАС,БУРГАС,С. ВЕТРЕН,1386,2316
32425,БУРГАС,БУРГАС,С. ИЗВОРИЩЕ,303,319
47202,БУРГАС,БУРГАС,С. МАРИНКА,944,1230
48409,БУРГАС,БУРГАС,С. МИРОЛЮБОВО,109,164
61145,БУРГАС,БУРГАС,С. РАВНЕЦ,1460,1715
