ekatte,region,municipality,settlement,permanent_06_2020,current_06_2020
02631,Q1007272,Q2652942,Q1081169,8,16
03246,Q1007272,Q2652942,Q1079726,2,4
03650,Q1007272,Q2652942,Q1081277,3,14
04488,Q1007272,Q2652942,Q1081188,3,5
04683,Q1007272,Q2652942,Q1080111,18,31
04964,Q1007272,Q2652942,Q2653074,18,47
05219,Q1007272,Q2652942,Q1080626,10,18
07908,Q1007272,Q2652942,Q1081314,1,0
05267,Q1007272,Q2652942,Q1079901,2,2
05400,Q1007272,Q2652942,Q1079953,75,163
05668,Q1007272,Q2652942,Q1080447,3,12
06642,Q1007272,Q2652942,Q1080731,24,39
07795,Q1007272,Q2652942,Q1078876,2,7
10536,Q1007272,Q2652942,Q4106915,45,114
10896,Q1007272,Q2652942,Q7923779,0,1
11524,Q1007272,Q2652942,Q1078921,9,29
12111,Q1007272,Q2652942,Q1079363,7,14
12168,Q1007272,Q2652942,Q1078682,248,385
12454,Q1007272,Q2652942,Q1080609,2,2
14355,Q1007272,Q2652942,Q1079735,11,33
14533,Q1007272,Q2652942,Q4133620,44,70
14742,Q1007272,Q2652942,Q1080654,2,4
14756,Q1007272,Q2652942,Q4135580,8,18
14814,Q1007272,Q2652942,Q1080766,96,142
15059,Q1007272,Q2652942,Q1081239,51,78
16715,Q1007272,Q2652942,Q1081006,3,8
17991,Q1007272,Q2652942,Q1080529,10,16
18215,Q1007272,Q2652942,Q1080495,203,251
20225,Q1007272,Q2652942,Q1079802,29,95
20852,Q1007272,Q2652942,Q1081177,5,4
20969,Q1007272,Q2652942,Q1081118,8,17
22959,Q1007272,Q2652942,Q4166288,133,175
23159,Q1007272,Q2652942,Q4167483,298,430
23185,Q1007272,Q2652942,Q1081351,4,19
23203,Q1007272,Q2652942,Q1080009,30,54
23412,Q1007272,Q2652942,Q1080889,0,11
24854,Q1007272,Q2652942,Q1080792,19,61
27677,Q1007272,Q2652942,Q1080879,1,17
29324,Q1007272,Q2652942,Q1080723,5,10
29547,Q1007272,Q2652942,Q8070099,267,320
30661,Q1007272,Q2652942,Q1080578,25,77
30764,Q1007272,Q2652942,Q1080983,10,36
30973,Q1007272,Q2652942,Q1079871,43,133
32069,Q1007272,Q2652942,Q1080404,8,11
32072,Q1007272,Q2652942,Q1080036,9,28
32233,Q1007272,Q2652942,Q4197371,3,11
32582,Q1007272,Q2652942,Q1080426,6,21
35986,Q1007272,Q2652942,Q1080839,33,59
36292,Q1007272,Q2652942,Q1080323,0,12
36823,Q1007272,Q2652942,Q1081398,76,124
37352,Q1007272,Q2652942,Q1079755,33,109
37366,Q1007272,Q2652942,Q1080980,1,9
37722,Q1007272,Q2652942,Q1080820,21,64
38060,Q1007272,Q2652942,Q1080671,0,10
38577,Q1007272,Q2652942,Q1080714,63,83
38813,Q1007272,Q2652942,Q1079921,5,12
38920,Q1007272,Q2652942,Q1081100,27,55
43339,Q1007272,Q2652942,Q1080393,50,99
44015,Q1007272,Q2652942,Q4265379,28,55
46365,Q1007272,Q2652942,Q1080947,20,27
49655,Q1007272,Q2652942,Q1079942,1,6
47706,Q1007272,Q2652942,Q1080646,17,42
47994,Q1007272,Q2652942,Q1080855,6,12
48235,Q1007272,Q2652942,Q1079910,34,44
48516,Q1007272,Q2652942,Q1079881,16,32
48605,Q1007272,Q2652942,Q1080124,26,47
49237,Q1007272,Q2652942,Q1080955,16,41
49299,Q1007272,Q2652942,Q4305962,116,163
51715,Q1007272,Q2652942,Q4320803,30,35
51843,Q1007272,Q2652942,Q1081407,86,192
53151,Q1007272,Q2652942,Q1080457,0,3
53948,Q1007272,Q2652942,Q1080289,14,47
55498,Q1007272,Q2652942,Q1080995,20,16
55717,Q1007272,Q2652942,Q1081024,10,9
55796,Q1007272,Q2652942,Q1080757,4,16
56191,Q1007272,Q2652942,Q1080474,0,20
56229,Q1007272,Q2652942,Q1080342,21,29
57532,Q1007272,Q2652942,Q1080255,0,3
57675,Q1007272,Q2652942,Q2019240,471,502
59327,Q1007272,Q2652942,Q4374862,3,5
58102,Q1007272,Q2652942,Q1080972,29,54
59300,Q1007272,Q2652942,Q4379921,6,3
59135,Q1007272,Q2652942,Q1081257,2,3
61902,Q1007272,Q2652942,Q4389028,69,160
62245,Q1007272,Q2652942,Q1080175,31,67
62253,Q1007272,Q2652942,Q1080466,9,26
62400,Q1007272,Q2652942,Q1080847,0,5
63296,Q1007272,Q2652942,Q1080360,1,8
63690,Q1007272,Q2652942,Q1079745,35,53
65680,Q1007272,Q2652942,Q1081073,4,9
65989,Q1007272,Q2652942,Q1080919,22,53
66007,Q1007272,Q2652942,Q1082338,2,4
66161,Q1007272,Q2652942,Q1082126,0,1
67533,Q1007272,Q2652942,Q4424521,10,42
67996,Q1007272,Q2652942,Q4427565,6,12
68165,Q1007272,Q2652942,Q1081640,4,7
68210,Q1007272,Q2652942,Q1081844,5,9
68919,Q1007272,Q2652942,Q1081885,2,4
69211,Q1007272,Q2652942,Q4442481,3,8
69287,Q1007272,Q2652942,Q1081321,60,151
70768,Q1007272,Q2652942,Q1081614,8,14
69403,Q1007272,Q2652942,Q1082228,17,41
69479,Q1007272,Q2652942,Q1082099,7,37
70442,Q1007272,Q2652942,Q1081719,31,54
72597,Q1007272,Q2652942,Q4459361,1,12
81637,Q1007272,Q2652942,Q1081854,4,22
72878,Q1007272,Q2652942,Q1081653,1,32
72998,Q1007272,Q2652942,Q1082244,6,40
73290,Q1007272,Q2652942,Q1081603,105,151
75099,Q1007272,Q2652942,Q1082618,2,14
76217,Q1007272,Q2652942,Q1081837,11,31
77164,Q1007272,Q2652942,Q1081831,9,52
78302,Q1007272,Q2652942,Q1081991,1,23
80056,Q1007272,Q2652942,Q1082719,12,40
81904,Q1007272,Q2652942,Q1081591,162,161
81918,Q1007272,Q2652942,Q1082084,3,1
80889,Q1007272,Q2652942,Q1082753,8,15
81431,Q1007272,Q2652942,Q1082107,7,10
81685,Q1007272,Q2652942,Q1082252,10,13
83034,Q1007272,Q2652942,Q1082176,1,6
83260,Q1007272,Q2652942,Q1081806,2,10
87120,Q1007272,Q2652942,Q1081701,722,698
87432,Q1007272,Q2652942,Q1082071,86,163
87607,Q1007272,Q2652942,Q1082604,6,21
23947,Q1007272,Q2549061,Q406050,7908,7366
02378,Q1007272,Q2549061,Q1080436,2,8
07185,Q1007272,Q2549061,Q1080750,2,11
14458,Q1007272,Q2549061,Q4133390,126,182
14762,Q1007272,Q2549061,Q1080562,3,8
14859,Q1007272,Q2549061,Q1080775,6,15
15223,Q1007272,Q2549061,Q4140390,3,8
15357,Q1007272,Q2549061,Q1081250,7,21
15463,Q1007272,Q2549061,Q1080569,0,3
16479,Q1007272,Q2549061,Q1080245,1,7
17350,Q1007272,Q2549061,Q2653574,207,288
20660,Q1007272,Q2549061,Q1080690,5,22
21261,Q1007272,Q2549061,Q1081329,10,90
21395,Q1007272,Q2549061,Q1080370,1,1
22352,Q1007272,Q2549061,Q1081423,0,5
22397,Q1007272,Q2549061,Q1079991,2,3
23042,Q1007272,Q2549061,Q1081043,1,3
27276,Q1007272,Q2549061,Q29052142,0,2
30418,Q1007272,Q2549061,Q1080380,22,59
32319,Q1007272,Q2549061,Q4197513,1,0
32812,Q1007272,Q2549061,Q4203892,2,6
35465,Q1007272,Q2549061,Q1079845,7,8
36261,Q1007272,Q2549061,Q1080832,17,22
36628,Q1007272,Q2549061,Q1081059,14,63
36751,Q1007272,Q2549061,Q1081305,15,173
38710,Q1007272,Q2549061,Q2653827,32,79
40316,Q1007272,Q2549061,Q29052157,1,5
40587,Q1007272,Q2549061,Q1080697,4,22
46485,Q1007272,Q2549061,Q1081017,0,8
47127,Q1007272,Q2549061,Q1079812,36,65
55703,Q1007272,Q2549061,Q2018918,3,7
56023,Q1007272,Q2549061,Q4360322,0,1
61296,Q1007272,Q2549061,Q29052189,5,12
61529,Q1007272,Q2549061,Q4387797,109,111
62726,Q1007272,Q2549061,Q1080912,0,7
63330,Q1007272,Q2549061,Q1080082,9,40
63447,Q1007272,Q2549061,Q1080741,3,5
65162,Q1007272,Q2549061,Q1080926,6,9
66768,Q1007272,Q2549061,Q1082314,49,94
66977,Q1007272,Q2549061,Q4422857,28,36
67934,Q1007272,Q2549061,Q4427350,15,47
70696,Q1007272,Q2549061,Q1081892,0,15
73465,Q1007272,Q2549061,Q1081800,10,58
12677,Q1007272,Q2549061,Q147916,560,626
81726,Q1007272,Q2549061,Q4517855,10,24
83555,Q1007272,Q2549061,Q1082170,1,1
87463,Q1007272,Q2549061,Q4538296,29,83
65927,Q1007272,Q2719895,Q326312,25372,23175
00103,Q1007272,Q2719895,Q666148,304,342
02885,Q1007272,Q2719895,Q2454047,878,859
03914,Q1007272,Q2719895,Q1080905,209,273
04474,Q1007272,Q2719895,Q1079793,16,30
04555,Q1007272,Q2719895,Q4937391,301,423
07082,Q1007272,Q2719895,Q4100034,146,171
13069,Q1007272,Q2719895,Q1079658,10,19
11960,Q1007272,Q2719895,Q1079211,0,15
16376,Q1007272,Q2719895,Q1080782,550,697
17542,Q1007272,Q2719895,Q4147401,78,126
17587,Q1007272,Q2719895,Q4147408,1136,1198
20119,Q1007272,Q2719895,Q1080504,379,440
20287,Q1007272,Q2719895,Q1079707,2,3
21227,Q1007272,Q2719895,Q4162343,1,2
21628,Q1007272,Q2719895,Q1080414,576,674
24178,Q1007272,Q2719895,Q1079852,1587,1441
24181,Q1007272,Q2719895,Q1080938,9,12
27485,Q1007272,Q2719895,Q1080812,6,13
32336,Q1007272,Q2719895,Q1080276,95,131
36347,Q1007272,Q2719895,Q1079891,21,18
36600,Q1007272,Q2719895,Q4216830,11,18
38621,Q1007272,Q2719895,Q1080410,5,8
38652,Q1007272,Q2719895,Q2458993,585,704
39431,Q1007272,Q2719895,Q1080154,382,437
40141,Q1007272,Q2719895,Q4242604,417,549
40275,Q1007272,Q2719895,Q1080551,175,216
40659,Q1007272,Q2719895,Q4247421,16,21
43966,Q1007272,Q2719895,Q1080681,150,279
46509,Q1007272,Q2719895,Q1003244,121,180
48670,Q1007272,Q2719895,Q1352530,79,121
48742,Q1007272,Q2719895,Q1081343,64,120
56037,Q1007272,Q2719895,Q1080143,1124,1084
57755,Q1007272,Q2719895,Q4372899,22,23
63673,Q1007272,Q2719895,Q1080235,1402,1409
70799,Q1007272,Q2719895,Q4413837,79,95
66216,Q1007272,Q2719895,Q4416217,620,697
69417,Q1007272,Q2719895,Q1081815,164,238
69451,Q1007272,Q2719895,Q1081136,211,274
72031,Q1007272,Q2719895,Q1081195,35,50
73434,Q1007272,Q2719895,Q1081677,55,62
73763,Q1007272,Q2719895,Q1082557,52,92
75037,Q1007272,Q2719895,Q1081572,23,29
77253,Q1007272,Q2719895,Q1081767,121,155
83435,Q1007272,Q2719895,Q1081878,0,4
83497,Q1007272,Q2719895,Q1081505,992,920
56719,Q1007272,Q568005,Q406335,1681,1561
73403,Q1007272,Q568005,Q405136,9634,8806
00117,Q1007272,Q568005,Q1903484,5,7
00641,Q1007272,Q568005,Q1080333,1,6
02563,Q1007272,Q568005,Q1081337,21,30
02943,Q1007272,Q568005,Q1081091,4,6
03513,Q1007272,Q568005,Q1080419,24,46
04025,Q1007272,Q568005,Q1079984,6,4
06241,Q1007272,Q568005,Q1079718,2,5
07404,Q1007272,Q568005,Q29052111,0,6
07421,Q1007272,Q568005,Q1080265,2,17
10344,Q1007272,Q568005,Q1079304,1,5
10570,Q1007272,Q568005,Q1078989,1,2
11956,Q1007272,Q568005,Q29052118,0,1
56304,Q1007272,Q568005,Q4135578,5,7
15196,Q1007272,Q568005,Q1079697,1,7
16506,Q1007272,Q568005,Q1080704,1,5
16609,Q1007272,Q568005,Q1081359,2,2
21035,Q1007272,Q568005,Q1080091,1,1
21378,Q1007272,Q568005,Q4163419,9,13
22527,Q1007272,Q568005,Q29052135,4,7
22962,Q1007272,Q568005,Q29052136,0,1
22993,Q1007272,Q568005,Q1079932,5,7
23279,Q1007272,Q568005,Q4167498,1,21
23594,Q1007272,Q568005,Q1080020,0,11
27526,Q1007272,Q568005,Q1080541,10,18
30733,Q1007272,Q568005,Q187381,5,7
34062,Q1007272,Q568005,Q1080311,1,3
36720,Q1007272,Q568005,Q1080064,0,7
36765,Q1007272,Q568005,Q1080962,0,4
36988,Q1007272,Q568005,Q1080045,1,1
36991,Q1007272,Q568005,Q1080616,29,27
37890,Q1007272,Q568005,Q1079963,0,4
38234,Q1007272,Q568005,Q1081389,2,0
39685,Q1007272,Q568005,Q1080027,2,2
40364,Q1007272,Q568005,Q1080511,7,11
46512,Q1007272,Q568005,Q1081145,3,8
47072,Q1007272,Q568005,Q1081270,8,7
47384,Q1007272,Q568005,Q29052168,2,3
47456,Q1007272,Q568005,Q1081156,0,1
48177,Q1007272,Q568005,Q1079974,6,9
49271,Q1007272,Q568005,Q1080217,6,7
51603,Q1007272,Q568005,Q4320406,6,7
52355,Q1007272,Q568005,Q1079784,0,7
52369,Q1007272,Q568005,Q1081286,1,5
53477,Q1007272,Q568005,Q2458982,6,13
54523,Q1007272,Q568005,Q1081070,0,2
56900,Q1007272,Q568005,Q1079774,1,0
58284,Q1007272,Q568005,Q1080485,12,46
61323,Q1007272,Q568005,Q1081368,37,51
61409,Q1007272,Q568005,Q4387351,8,13
61649,Q1007272,Q568005,Q1081377,0,2
61916,Q1007272,Q568005,Q1080803,0,2
62120,Q1007272,Q568005,Q1080663,1,1
62308,Q1007272,Q568005,Q1080863,0,2
63210,Q1007272,Q568005,Q1080206,3,2
65735,Q1007272,Q568005,Q1080195,4,5
66344,Q1007272,Q568005,Q1081663,4,5
66857,Q1007272,Q568005,Q1081487,1,4
67427,Q1007272,Q568005,Q7541028,1,0
68823,Q1007272,Q568005,Q1080164,15,13
72535,Q1007272,Q568005,Q29052200,4,8
72669,Q1007272,Q568005,Q1081932,1,1
76220,Q1007272,Q568005,Q1081925,0,5
76234,Q1007272,Q568005,Q1082260,1,0
77459,Q1007272,Q568005,Q4501486,5,7
80114,Q1007272,Q568005,Q1081670,9,8
81058,Q1007272,Q568005,Q1081563,45,77
87117,Q1007272,Q568005,Q4536035,3,2
02508,Q907395,Q2663152,Q329437,13393,12579
03174,Q907395,Q2663152,Q2454244,351,394
04515,Q907395,Q2663152,Q2473619,172,110
06793,Q907395,Q2663152,Q1082197,10,2
18160,Q907395,Q2663152,Q2014896,473,522
23769,Q907395,Q2663152,Q4168580,273,247
24387,Q907395,Q2663152,Q4171519,144,171
31245,Q907395,Q2663152,Q4192565,202,223
36453,Q907395,Q2663152,Q1082133,0,1
39459,Q907395,Q2663152,Q2597701,670,1236
39623,Q907395,Q2663152,Q2459860,158,154
44882,Q907395,Q2663152,Q4272826,495,436
53120,Q907395,Q2663152,Q2459674,2348,2392
58270,Q907395,Q2663152,Q4377465,220,238
62788,Q907395,Q2663152,Q2020647,184,340
66250,Q907395,Q2663152,Q2020956,577,581
67951,Q907395,Q2663152,Q2022727,1026,939
69643,Q907395,Q2663152,Q4443303,474,554
73095,Q907395,Q2663152,Q1081730,124,136
77390,Q907395,Q2663152,Q4500659,54,70
48982,Q907395,Q2663152,Q2462523,110,162
78639,Q907395,Q2663152,Q1081939,267,328
14711,Q907395,Q614612,Q405390,7157,6517
00360,Q907395,Q614612,Q998193,26,27
02484,Q907395,Q614612,Q805067,53,59
03157,Q907395,Q614612,Q1082064,58,72
10183,Q907395,Q614612,Q4104286,383,366
10422,Q907395,Q614612,Q4106645,32,40
11329,Q907395,Q614612,Q1082585,7,17
18575,Q907395,Q614612,Q4144199,106,117
17511,Q907395,Q614612,Q1082294,27,45
24339,Q907395,Q614612,Q2014906,99,139
29444,Q907395,Q614612,Q4180625,134,162
31303,Q907395,Q614612,Q4193021,73,90
32467,Q907395,Q614612,Q6102534,213,202
34045,Q907395,Q614612,Q998159,861,296
35393,Q907395,Q614612,Q4209418,45,81
36467,Q907395,Q614612,Q1017600,920,830
38217,Q907395,Q614612,Q4230365,24,24
39284,Q907395,Q614612,Q4237446,2,6
39534,Q907395,Q614612,Q4237739,200,188
40885,Q907395,Q614612,Q2473611,383,205
44179,Q907395,Q614612,Q4265496,8,19
44714,Q907395,Q614612,Q4272226,731,492
46351,Q907395,Q614612,Q4277777,191,170
53391,Q907395,Q614612,Q2460956,10,10
56040,Q907395,Q614612,Q1082779,210,195
56509,Q907395,Q614612,Q4363599,93,59
56736,Q907395,Q614612,Q1082597,56,63
58181,Q907395,Q614612,Q1081784,236,231
58414,Q907395,Q614612,Q4379088,500,468
58832,Q907395,Q614612,Q2020028,560,556
61159,Q907395,Q614612,Q4386932,287,247
62829,Q907395,Q614612,Q4395604,165,147
63046,Q907395,Q614612,Q4397750,61,64
63094,Q907395,Q614612,Q2020656,442,292
66620,Q907395,Q614612,Q4420712,48,64
67756,Q907395,Q614612,Q2462919,65,83
67773,Q907395,Q614612,Q4425697,312,155
68196,Q907395,Q614612,Q998108,973,897
68326,Q907395,Q614612,Q1082576,62,67
70634,Q907395,Q614612,Q4448056,57,43
75068,Q907395,Q614612,Q1082287,6,11
81219,Q907395,Q614612,Q4514111,191,229
00429,Q907395,Q2561279,Q1082005,441,418
02871,Q907395,Q2561279,Q1082829,713,643
03040,Q907395,Q2561279,Q1081776,54,76
03860,Q907395,Q2561279,Q1081553,2429,861
04580,Q907395,Q2561279,Q1081693,132,156
05061,Q907395,Q2561279,Q1082633,1435,928
06104,Q907395,Q2561279,Q1082279,436,474
10307,Q907395,Q2561279,Q1081534,643,613
11421,Q907395,Q2561279,Q4113210,170,236
11781,Q907395,Q2561279,Q4114043,529,429
12231,Q907395,Q2561279,Q1082625,38,58
12262,Q907395,Q2561279,Q1082658,44,82
14684,Q907395,Q2561279,Q4135253,80,89
14862,Q907395,Q2561279,Q1082676,52,93
20359,Q907395,Q2561279,Q4156307,59,121
21350,Q907395,Q2561279,Q1082303,42,47
21957,Q907395,Q2561279,Q4164903,209,187
22988,Q907395,Q2561279,Q1081997,838,842
23128,Q907395,Q2561279,Q4167478,173,174
23933,Q907395,Q2561279,Q4168999,16,28
27468,Q907395,Q2561279,Q4175611,654,245
29489,Q907395,Q2561279,Q4180690,473,510
31067,Q907395,Q2561279,Q4192373,88,107
35674,Q907395,Q2561279,Q4210825,213,156
36419,Q907395,Q2561279,Q1082043,1185,1168
37808,Q907395,Q2561279,Q1082270,375,460
39061,Q907395,Q2561279,Q1082695,231,283
39242,Q907395,Q2561279,Q1082648,20,49
43997,Q907395,Q2561279,Q1082773,895,921
44272,Q907395,Q2561279,Q4266211,385,332
43431,Q907395,Q2561279,Q2017763,359,379
46454,Q907395,Q2561279,Q1082579,72,89
47679,Q907395,Q2561279,Q4287890,31,39
47901,Q907395,Q2561279,Q4291915,173,240
48088,Q907395,Q2561279,Q4293308,86,103
52038,Q907395,Q2561279,Q1081648,17,33
53210,Q907395,Q2561279,Q4330895,595,500
53432,Q907395,Q2561279,Q4331794,144,219
53450,Q907395,Q2561279,Q1082347,685,661
53597,Q907395,Q2561279,Q4335111,109,182
53881,Q907395,Q2561279,Q1081983,64,94
55511,Q907395,Q2561279,Q998172,601,668
56695,Q907395,Q2561279,Q909490,522,683
21083,Q907395,Q2561279,Q4366153,979,987
57087,Q907395,Q2561279,Q4368303,660,406
68103,Q907395,Q2561279,Q1082012,54,69
59402,Q907395,Q2561279,Q1081824,170,192
57279,Q907395,Q2561279,Q1081871,104,174
57550,Q907395,Q2561279,Q1082310,46,122
58339,Q907395,Q2561279,Q4378527,6,16
58360,Q907395,Q2561279,Q1081864,73,84
58880,Q907395,Q2561279,Q1081958,251,219
58935,Q907395,Q2561279,Q4385048,43,63
63063,Q907395,Q2561279,Q4397754,252,258
00374,Q907395,Q2561279,Q2462663,96,106
65824,Q907395,Q2561279,Q4411024,144,149
66946,Q907395,Q2561279,Q7210588,153,150
70812,Q907395,Q2561279,Q1082803,262,224
67622,Q907395,Q2561279,Q1082711,382,378
67917,Q907395,Q2561279,Q1082235,22,25
69198,Q907395,Q2561279,Q4442418,297,388
69242,Q907395,Q2561279,Q4442483,1061,1075
69300,Q907395,Q2561279,Q1081949,1540,1530
73818,Q907395,Q2561279,Q4467950,148,142
76064,Q907395,Q2561279,Q1082219,1428,702
77284,Q907395,Q2561279,Q4497927,237,213
78152,Q907395,Q2561279,Q6671656,414,482
80769,Q907395,Q2561279,Q2022292,896,594
35064,Q907395,Q965588,Q405120,12369,11634
03318,Q907395,Q965588,Q2453853,366,371
04090,Q907395,Q965588,Q1081975,20,16
05009,Q907395,Q965588,Q2990848,81,99
07257,Q907395,Q965588,Q2653330,1167,1170
11003,Q907395,Q965588,Q2457363,100,110
12173,Q907395,Q965588,Q2457481,245,257
32768,Q907395,Q965588,Q2016873,4,7
35746,Q907395,Q965588,Q994086,32,54
40049,Q907395,Q965588,Q1081907,20,28
48828,Q907395,Q965588,Q2458923,56,70
51408,Q907395,Q965588,Q2019545,49,56
57861,Q907395,Q965588,Q2461297,20,38
62092,Q907395,Q965588,Q4389499,205,247
65543,Q907395,Q965588,Q2461356,190,201
66113,Q907395,Q965588,Q4413957,85,95
66281,Q907395,Q965588,Q4416534,505,498
72693,Q907395,Q965588,Q892802,168,176
72936,Q907395,Q965588,Q2021795,19,21
77044,Q907395,Q965588,Q4494534,62,89
80340,Q907395,Q965588,Q2463582,53,62
00031,Q907395,Q2561255,Q2175661,283,223
00268,Q907395,Q2561255,Q1082058,40,65
04193,Q907395,Q2561255,Q2454215,484,129
14043,Q907395,Q2561255,Q4130878,197,96
21470,Q907395,Q2561255,Q4163469,74,100
27656,Q907395,Q2561255,Q2457244,815,278
30185,Q907395,Q2561255,Q4183621,141,148
30781,Q907395,Q2561255,Q1082077,20,13
30884,Q907395,Q2561255,Q4192023,5,11
36138,Q907395,Q2561255,Q1081516,156,84
38618,Q907395,Q2561255,Q2654361,415,243
40097,Q907395,Q2561255,Q2990389,1392,1329
44104,Q907395,Q2561255,Q4265413,1025,582
53357,Q907395,Q2561255,Q4331139,5,8
57234,Q907395,Q2561255,Q1081623,425,252
57858,Q907395,Q2561255,Q1082212,18,23
65906,Q907395,Q2561255,Q1082323,229,136
65913,Q907395,Q2561255,Q1082329,402,196
72196,Q907395,Q2561255,Q7203203,1011,442
72271,Q907395,Q680608,Q405984,7632,6458
00432,Q907395,Q680608,Q1082766,357,122
02405,Q907395,Q680608,Q1082114,515,228
03215,Q907395,Q680608,Q1081543,2789,1421
04916,Q907395,Q680608,Q1082666,1279,617
05342,Q907395,Q680608,Q2455386,560,101
06464,Q907395,Q680608,Q1082613,1,5
14982,Q907395,Q680608,Q1082182,394,122
17590,Q907395,Q680608,Q2014869,765,414
18191,Q907395,Q680608,Q1082206,275,51
29035,Q907395,Q680608,Q2653715,1810,842
31396,Q907395,Q680608,Q1081791,3419,1453
35050,Q907395,Q680608,Q4206705,847,670
37157,Q907395,Q680608,Q2016618,93,90
38025,Q907395,Q680608,Q2461926,833,669
39127,Q907395,Q680608,Q2989792,202,201
46334,Q907395,Q680608,Q4277732,14,18
51812,Q907395,Q680608,Q12133840,347,322
53549,Q907395,Q680608,Q1082641,55,25
53953,Q907395,Q680608,Q4336949,3614,1923
57265,Q907395,Q680608,Q18883,454,220
57563,Q907395,Q680608,Q1081741,1168,665
58685,Q907395,Q680608,Q1082551,19,28
70617,Q907395,Q680608,Q1081525,341,267
81270,Q907395,Q680608,Q1082188,554,411
72624,Q907395,Q2220850,Q168668,104530,92432
83017,Q907395,Q2548849,Q406639,3276,3244
04927,Q907395,Q2548849,Q2652972,3,11
10032,Q907395,Q2548849,Q2653324,124,163
16095,Q907395,Q2548849,Q2458259,47,50
17275,Q907395,Q2548849,Q2653512,60,80
17782,Q907395,Q2548849,Q2014833,130,113
24102,Q907395,Q2548849,Q1266785,331,329
27108,Q907395,Q2548849,Q2014826,80,132
30394,Q907395,Q2548849,Q2017020,78,80
39493,Q907395,Q2548849,Q2016656,238,315
58596,Q907395,Q2548849,Q2462771,18,32
67550,Q907395,Q2548849,Q2654391,51,44
68610,Q907395,Q2548849,Q2462891,0,4
72179,Q907395,Q2548849,Q2462733,9,13
73780,Q907395,Q2548849,Q2990510,34,61
81181,Q907395,Q2548849,Q2462864,40,38
00607,Q1104675,Q3621889,Q407347,10336,4432
00062,Q1104675,Q3621889,Q2653005,6,3
00864,Q1104675,Q3621889,Q2453831,120,60
02991,Q1104675,Q3621889,Q2653205,718,284
04248,Q1104675,Q3621889,Q2454291,230,69
07925,Q1104675,Q3621889,Q2453998,654,217
80176,Q1104675,Q3621889,Q1082794,787,545
77116,Q1104675,Q3621889,Q2455596,781,338
07747,Q1104675,Q3621889,Q4101543,2563,1644
18544,Q1104675,Q3621889,Q2456366,88,71
15607,Q1104675,Q3621889,Q2456346,348,225
16910,Q1104675,Q3621889,Q2455918,1946,773
18321,Q1104675,Q3621889,Q2456022,847,265
24880,Q1104675,Q3621889,Q2654236,218,89
21806,Q1104675,Q3621889,Q4164242,9,3
22784,Q1104675,Q3621889,Q2457254,429,184
24788,Q1104675,Q3621889,Q2457707,295,123
27543,Q1104675,Q3621889,Q1083569,172,172
29605,Q1104675,Q3621889,Q2457340,967,777
32946,Q1104675,Q3621889,Q4203899,221,66
37085,Q1104675,Q3621889,Q2458901,246,131
39952,Q1104675,Q3621889,Q2460962,361,143
43164,Q1104675,Q3621889,Q4254951,66,13
44896,Q1104675,Q3621889,Q2459844,260,90
43270,Q1104675,Q3621889,Q2459821,722,234
44584,Q1104675,Q3621889,Q2459004,131,102
46156,Q1104675,Q3621889,Q2017401,71,8
48756,Q1104675,Q3621889,Q2460907,1294,488
49401,Q1104675,Q3621889,Q2459799,36,29
55124,Q1104675,Q3621889,Q2019223,854,785
55525,Q1104675,Q3621889,Q2459762,9,14
55912,Q1104675,Q3621889,Q4359777,23,14
58013,Q1104675,Q3621889,Q2461402,452,253
54260,Q1104675,Q3621889,Q2461292,112,46
62894,Q1104675,Q3621889,Q2461366,107,41
63402,Q1104675,Q3621889,Q2461317,101,66
65646,Q1104675,Q3621889,Q1084762,861,322
70771,Q1104675,Q3621889,Q2478384,100,95
66562,Q1104675,Q3621889,Q2461345,499,161
68240,Q1104675,Q3621889,Q2461751,81,50
68597,Q1104675,Q3621889,Q2461192,190,82
69122,Q1104675,Q3621889,Q2461424,79,36
69518,Q1104675,Q3621889,Q4443247,12,13
70319,Q1104675,Q3621889,Q2021320,204,150
47809,Q1104675,Q3621889,Q4454423,352,69
73897,Q1104675,Q3621889,Q2021769,249,98
73732,Q1104675,Q3621889,Q2021803,333,147
77487,Q1104675,Q3621889,Q2021980,445,88
81921,Q1104675,Q3621889,Q2022223,282,101
80964,Q1104675,Q3621889,Q2022285,475,180
81596,Q1104675,Q3621889,Q2022539,590,229
87059,Q1104675,Q3621889,Q2022551,1042,329
20746,Q1104675,Q1748256,Q405778,8514,3552
00206,Q1104675,Q1748256,Q2453780,140,16
07939,Q1104675,Q1748256,Q2455545,176,31
10389,Q1104675,Q1748256,Q4106375,440,192
11689,Q1104675,Q1748256,Q1082785,737,186
12468,Q1104675,Q1748256,Q2013162,486,184
14647,Q1104675,Q1748256,Q1082812,1058,257
21525,Q1104675,Q1748256,Q1083966,480,176
24195,Q1104675,Q1748256,Q1084358,809,144
29180,Q1104675,Q1748256,Q1084511,888,134
29564,Q1104675,Q1748256,Q1084975,39,24
29619,Q1104675,Q1748256,Q1084846,109,44
32634,Q1104675,Q1748256,Q1084157,370,148
35184,Q1104675,Q1748256,Q1083445,596,89
35972,Q1104675,Q1748256,Q1084934,48,10
37736,Q1104675,Q1748256,Q4226626,803,215
38371,Q1104675,Q1748256,Q1083044,200,43
40676,Q1104675,Q1748256,Q2016783,325,71
43178,Q1104675,Q1748256,Q1083727,580,101
