ekatte,region,municipality,settlement,permanent_03_2020,current_03_2020
03099,ПЕРНИК,БРЕЗНИК,С. БЕГУНОВЦИ,97,125
04042,ПЕРНИК,БРЕЗНИК,С. БИЛИНЦИ,0,5
06313,ПЕРНИК,БРЕЗНИК,С. БРЕЗНИШКИ ИЗВОР,25,36
06639,ПЕРНИК,БРЕЗНИК,С. БРУСНИК,1,7
10548,ПЕРНИК,БРЕЗНИК,С. ВЕЛКОВЦИ,142,170
11034,ПЕРНИК,БРЕЗНИК,С. ВИДРИЦА,13,24
14893,ПЕРНИК,БРЕЗНИК,С. ГИГИНЦИ,90,112
15331,ПЕРНИК,БРЕЗНИК,С. ГОЗ,1,4
16382,ПЕРНИК,БРЕЗНИК,С. ГОРНА СЕКИРНА,8,13
16612,ПЕРНИК,БРЕЗНИК,С. ГОРНИ РОМАНЦИ,9,18
18349,ПЕРНИК,БРЕЗНИК,С. ГЪРЛО,40,61
22263,ПЕРНИК,БРЕЗНИК,С. ДОЛНА СЕКИРНА,107,149
22506,ПЕРНИК,БРЕЗНИК,С. ДОЛНИ РОМАНЦИ,7,14
24205,ПЕРНИК,БРЕЗНИК,С. ДУШИНЦИ,5,4
30048,ПЕРНИК,БРЕЗНИК,С. ЗАВАЛА,8,12
41126,ПЕРНИК,БРЕЗНИК,С. КОНСКА,69,96
39150,ПЕРНИК,БРЕЗНИК,С. КОШАРЕВО,171,199
39517,ПЕРНИК,БРЕЗНИК,С. КРАСАВА,11,14
39855,ПЕРНИК,БРЕЗНИК,С. КРИВОНОС,1,7
49374,ПЕРНИК,БРЕЗНИК,С. МУРТИНЦИ,2,20
51490,ПЕРНИК,БРЕЗНИК,С. НЕПРАЗНЕНЦИ,43,46
52324,ПЕРНИК,БРЕЗНИК,С. НОЕВЦИ,478,481
53463,ПЕРНИК,БРЕЗНИК,С. ОЗЪРНОВЦИ,1,9
62373,ПЕРНИК,БРЕЗНИК,С. РЕБРО,36,66
17796,ПЕРНИК,БРЕЗНИК,С. РЕЖАНЦИ,57,78
63519,ПЕРНИК,БРЕЗНИК,С. РЪЖАВЕЦ,8,7
65084,ПЕРНИК,БРЕЗНИК,С. САДОВИК,50,97
67163,ПЕРНИК,БРЕЗНИК,С. СЛАКОВЦИ,196,246
68059,ПЕРНИК,БРЕЗНИК,С. СОПИЦА,61,79
68833,ПЕРНИК,БРЕЗНИК,С. СТАНЬОВЦИ,26,49
87579,ПЕРНИК,БРЕЗНИК,С. ЯРОСЛАВЦИ,6,20
30778,ПЕРНИК,ЗЕМЕН,ГР. ЗЕМЕН,1479,1618
03887,ПЕРНИК,ЗЕМЕН,С. БЕРЕНДЕ,16,30
04340,ПЕРНИК,ЗЕМЕН,С. БЛАТЕШНИЦА,43,69
12228,ПЕРНИК,ЗЕМЕН,С. ВРАНЯ СТЕНА,19,45
14146,ПЕРНИК,ЗЕМЕН,С. ГАБРОВДОЛ,38,66
16167,ПЕРНИК,ЗЕМЕН,С. ГОРНА ВРАБЧА,25,45
16170,ПЕРНИК,ЗЕМЕН,С. ГОРНА ГЛОГОВИЦА,17,51
20972,ПЕРНИК,ЗЕМЕН,С. ДИВЛЯ,78,125
22054,ПЕРНИК,ЗЕМЕН,С. ДОЛНА ВРАБЧА,14,21
29012,ПЕРНИК,ЗЕМЕН,С. ЖАБЛЯНО,50,124
35482,ПЕРНИК,ЗЕМЕН,С. КАЛОТИНЦИ,43,62
49357,ПЕРНИК,ЗЕМЕН,С. МУРЕНО,37,61
53415,ПЕРНИК,ЗЕМЕН,С. ОДРАНИЦА,11,18
55141,ПЕРНИК,ЗЕМЕН,С. ПАДИНЕ,4,14
56280,ПЕРНИК,ЗЕМЕН,С. ПЕЩЕРА,97,131
62356,ПЕРНИК,ЗЕМЕН,С. РАЯНЦИ,2,18
67595,ПЕРНИК,ЗЕМЕН,С. СМИРОВ ДОЛ,3,21
27043,ПЕРНИК,КОВАЧЕВЦИ,С. ЕГЪЛНИЦА,111,220
35434,ПЕРНИК,КОВАЧЕВЦИ,С. КАЛИЩЕ,257,405
37513,ПЕРНИК,КОВАЧЕВЦИ,С. КОВАЧЕВЦИ,200,373
38724,ПЕРНИК,КОВАЧЕВЦИ,С. КОСАЧА,73,152
43918,ПЕРНИК,КОВАЧЕВЦИ,С. ЛОБОШ,171,229
61947,ПЕРНИК,КОВАЧЕВЦИ,С. РАКИЛОВЦИ,37,114
65591,ПЕРНИК,КОВАЧЕВЦИ,С. СВЕТЛЯ,75,154
66648,ПЕРНИК,КОВАЧЕВЦИ,С. СИРИЩНИК,173,385
67266,ПЕРНИК,КОВАЧЕВЦИ,С. СЛАТИНО,6,9
80385,ПЕРНИК,КОВАЧЕВЦИ,С. ЧЕПИНО,28,49
72223,ПЕРНИК,ПЕРНИК,ГР. БАТАНОВЦИ,2189,2098
55871,ПЕРНИК,ПЕРНИК,ГР. ПЕРНИК,84114,76287
04618,ПЕРНИК,ПЕРНИК,С. БОГДАНОВ ДОЛ,382,551
05760,ПЕРНИК,ПЕРНИК,С. БОСНЕК,86,176
11209,ПЕРНИК,ПЕРНИК,С. ВИСКЯР,56,92
11288,ПЕРНИК,ПЕРНИК,С. ВИТАНОВЦИ,193,270
15504,ПЕРНИК,ПЕРНИК,С. ГОЛЕМО БУЧИНО,513,651
20986,ПЕРНИК,ПЕРНИК,С. ДИВОТИНО,1688,1668
23251,ПЕРНИК,ПЕРНИК,С. ДРАГИЧЕВО,1850,1968
30836,ПЕРНИК,ПЕРНИК,С. ЗИДАРЦИ,71,86
37174,ПЕРНИК,ПЕРНИК,С. КЛАДНИЦА,1024,1143
39387,ПЕРНИК,ПЕРНИК,С. КРАЛЕВ ДОЛ,542,654
43428,ПЕРНИК,ПЕРНИК,С. ЛЕСКОВЕЦ,82,74
44656,ПЕРНИК,ПЕРНИК,С. ЛЮЛИН,719,710
48037,ПЕРНИК,ПЕРНИК,С. МЕЩИЦА,779,938
56650,ПЕРНИК,ПЕРНИК,С. ПЛАНИНИЦА,11,14
61618,ПЕРНИК,ПЕРНИК,С. РАДУЙ,20,51
62219,ПЕРНИК,ПЕРНИК,С. РАСНИК,319,392
63152,ПЕРНИК,ПЕРНИК,С. РУДАРЦИ,1200,1433
66072,ПЕРНИК,ПЕРНИК,С. СЕЛИЩЕН ДОЛ,102,109
70038,ПЕРНИК,ПЕРНИК,С. СТУДЕНА,1529,1578
81952,ПЕРНИК,ПЕРНИК,С. ЧЕРНА ГОРА,250,263
81623,ПЕРНИК,ПЕРНИК,С. ЧУЙПЕТЛОВО,15,22
87480,ПЕРНИК,ПЕРНИК,С. ЯРДЖИЛОВЦИ,983,1004
61577,ПЕРНИК,РАДОМИР,ГР. РАДОМИР,14912,13523
02230,ПЕРНИК,РАДОМИР,С. БАЙКАЛСКО,33,56
03277,ПЕРНИК,РАДОМИР,С. БЕЛАНИЦА,10,10
04529,ПЕРНИК,РАДОМИР,С. БОБОРАЦИ,31,73
05534,ПЕРНИК,РАДОМИР,С. БОРНАРЕВО,30,52
11404,ПЕРНИК,РАДОМИР,С. ВЛАДИМИР,115,135
16208,ПЕРНИК,РАДОМИР,С. ГОРНА ДИКАНЯ,82,132
18263,ПЕРНИК,РАДОМИР,С. ГЪЛЪБНИК,171,187
20256,ПЕРНИК,РАДОМИР,С. ДЕБЕЛИ ЛАГ,99,154
22085,ПЕРНИК,РАДОМИР,С. ДОЛНА ДИКАНЯ,274,366
22490,ПЕРНИК,РАДОМИР,С. ДОЛНИ РАКОВЕЦ,231,247
23443,ПЕРНИК,РАДОМИР,С. ДРАГОМИРОВО,13,17
23649,ПЕРНИК,РАДОМИР,С. ДРЕН,787,865
24832,ПЕРНИК,РАДОМИР,С. ДРУГАН,343,476
29060,ПЕРНИК,РАДОМИР,С. ЖЕДНА,30,70
29622,ПЕРНИК,РАДОМИР,С. ЖИТУША,70,93
32384,ПЕРНИК,РАДОМИР,С. ИЗВОР,390,477
36566,ПЕРНИК,РАДОМИР,С. КАСИЛАГ,29,47
41232,ПЕРНИК,РАДОМИР,С. КЛЕНОВИК,215,238
38265,ПЕРНИК,РАДОМИР,С. КОНДОФРЕЙ,96,119
38460,ПЕРНИК,РАДОМИР,С. КОПАНИЦА,127,150
41251,ПЕРНИК,РАДОМИР,С. КОШАРИТЕ,45,75
51278,ПЕРНИК,РАДОМИР,С. НЕГОВАНЦИ,78,108
51617,ПЕРНИК,РАДОМИР,С. НИКОЛАЕВО,24,41
57964,ПЕРНИК,РАДОМИР,С. ПОЦЪРНЕНЦИ,22,60
58311,ПЕРНИК,РАДОМИР,С. ПРИБОЙ,126,188
61354,ПЕРНИК,РАДОМИР,С. РАДИБОШ,28,43
69064,ПЕРНИК,РАДОМИР,С. СТАРО СЕЛО,104,154
69239,ПЕРНИК,РАДОМИР,С. СТЕФАНОВО,303,399
75023,ПЕРНИК,РАДОМИР,С. УГЛЯРЦИ,32,56
80488,ПЕРНИК,РАДОМИР,С. ЧЕРВЕНА МОГИЛА,49,60
81709,ПЕРНИК,РАДОМИР,С. ЧУКОВЕЦ,49,141
73273,ПЕРНИК,ТРЪН,ГР. ТРЪН,2657,2482
02645,ПЕРНИК,ТРЪН,С. БАНКЯ,3,3
03873,ПЕРНИК,ТРЪН,С. БЕРАЙНЦИ,11,39
04697,ПЕРНИК,ТРЪН,С. БОГОЙНА,7,9
05918,ПЕРНИК,ТРЪН,С. БОХОВА,15,30
07096,ПЕРНИК,ТРЪН,С. БУСИНЦИ,16,41
07137,ПЕРНИК,ТРЪН,С. БУТРОИНЦИ,5,11
10478,ПЕРНИК,ТРЪН,С. ВЕЛИНОВО,22,44
11017,ПЕРНИК,ТРЪН,С. ВИДРАР,3,7
12139,ПЕРНИК,ТРЪН,С. ВРАБЧА,15,23
12348,ПЕРНИК,ТРЪН,С. ВУКАН,15,24
14979,ПЕРНИК,ТРЪН,С. ГЛАВАНОВЦИ,61,81
15134,ПЕРНИК,ТРЪН,С. ГЛОГОВИЦА,60,73
16331,ПЕРНИК,ТРЪН,С. ГОРНА МЕЛНА,5,5
17077,ПЕРНИК,ТРЪН,С. ГОРОЧЕВЦИ,11,62
20818,ПЕРНИК,ТРЪН,С. ДЖИНЧОВЦИ,9,12
21854,ПЕРНИК,ТРЪН,С. ДОКЬОВЦИ,7,22
22201,ПЕРНИК,ТРЪН,С. ДОЛНА МЕЛНА,15,28
24517,ПЕРНИК,ТРЪН,С. ДЪЛГА ЛУКА,7,11
27084,ПЕРНИК,ТРЪН,С. ЕЗДИМИРЦИ,28,63
27351,ПЕРНИК,ТРЪН,С. ЕЛОВИЦА,13,20
27601,ПЕРНИК,ТРЪН,С. ЕРУЛ,21,57
30017,ПЕРНИК,ТРЪН,С. ЗАБЕЛ,14,23
30716,ПЕРНИК,ТРЪН,С. ЗЕЛЕНИГРАД,54,95
37602,ПЕРНИК,ТРЪН,С. КОЖИНЦИ,30,30
39027,ПЕРНИК,ТРЪН,С. КОСТУРИНЦИ,12,36
41040,ПЕРНИК,ТРЪН,С. КЪШЛЕ,2,0
43195,ПЕРНИК,ТРЪН,С. ЛЕВА РЕКА,15,32
43551,ПЕРНИК,ТРЪН,С. ЛЕШНИКОВЦИ,8,20
44269,ПЕРНИК,ТРЪН,С. ЛОМНИЦА,33,39
44781,ПЕРНИК,ТРЪН,С. ЛЯЛИНЦИ,14,38
48249,ПЕРНИК,ТРЪН,С. МИЛКЬОВЦИ,13,23
48252,ПЕРНИК,ТРЪН,С. МИЛОСЛАВЦИ,16,32
49182,ПЕРНИК,ТРЪН,С. МРАКЕТИНЦИ,8,8
49196,ПЕРНИК,ТРЪН,С. МРАМОР,13,55
51130,ПЕРНИК,ТРЪН,С. НАСАЛЕВЦИ,10,25
51343,ПЕРНИК,ТРЪН,С. НЕДЕЛКОВО,48,51
55453,ПЕРНИК,ТРЪН,С. ПАРАМУН,32,42
55814,ПЕРНИК,ТРЪН,С. ПЕНКЬОВЦИ,12,12
58551,ПЕРНИК,ТРЪН,С. ПРОДАНЧА,6,8
61501,ПЕРНИК,ТРЪН,С. РАДОВО,12,28
62205,ПЕРНИК,ТРЪН,С. РАНИ ЛУГ,15,24
62565,ПЕРНИК,ТРЪН,С. РЕЯНОВЦИ,4,14
67458,ПЕРНИК,ТРЪН,С. СЛИШОВЦИ,14,21
68641,ПЕРНИК,ТРЪН,С. СТАЙЧОВЦИ,12,16
69777,ПЕРНИК,ТРЪН,С. СТРЕЗИМИРОВЦИ,9,30
70086,ПЕРНИК,ТРЪН,С. СТУДЕН ИЗВОР,6,10
73479,ПЕРНИК,ТРЪН,С. ТУРОКОВЦИ,98,139
76114,ПЕРНИК,ТРЪН,С. ФИЛИПОВЦИ,127,188
78327,ПЕРНИК,ТРЪН,С. ЦЕГРИЛОВЦИ,8,9
83209,ПЕРНИК,ТРЪН,С. ШИПКОВИЦА,0,1
87566,ПЕРНИК,ТРЪН,С. ЯРЛОВЦИ,34,49
03366,ПЛЕВЕН,БЕЛЕНЕ,ГР. БЕЛЕНЕ,8144,7512
07630,ПЛЕВЕН,БЕЛЕНЕ,С. БЯЛА ВОДА,269,291
20537,ПЛЕВЕН,БЕЛЕНЕ,С. ДЕКОВ,418,421
40573,ПЛЕВЕН,БЕЛЕНЕ,С. КУЛИНА ВОДА,129,152
56085,ПЛЕВЕН,БЕЛЕНЕ,С. ПЕТОКЛАДЕНЦИ,281,331
72117,ПЛЕВЕН,БЕЛЕНЕ,С. ТАТАРИ,217,250
18099,ПЛЕВЕН,ГУЛЯНЦИ,ГР. ГУЛЯНЦИ,3425,3270
06402,ПЛЕВЕН,ГУЛЯНЦИ,С. БРЕСТ,1918,1856
14876,ПЛЕВЕН,ГУЛЯНЦИ,С. ГИГЕН,1841,1766
22335,ПЛЕВЕН,ГУЛЯНЦИ,С. ДОЛНИ ВИТ,448,450
24308,ПЛЕВЕН,ГУЛЯНЦИ,С. ДЪБОВАН,402,427
30199,ПЛЕВЕН,ГУЛЯНЦИ,С. ЗАГРАЖДЕН,258,268
14888,ПЛЕВЕН,ГУЛЯНЦИ,С. ИСКЪР,189,200
39712,ПЛЕВЕН,ГУЛЯНЦИ,С. КРЕТА,279,289
43284,ПЛЕВЕН,ГУЛЯНЦИ,С. ЛЕНКОВО,343,480
48204,ПЛЕВЕН,ГУЛЯНЦИ,С. МИЛКОВИЦА,1669,1542
68045,ПЛЕВЕН,ГУЛЯНЦИ,С. СОМОВИТ,587,534
83394,ПЛЕВЕН,ГУЛЯНЦИ,С. ШИЯКОВО,286,343
22215,ПЛЕВЕН,ДОЛНА МИТРОПОЛИЯ,ГР. ДОЛНА МИТРОПОЛИЯ,3478,3288
73359,ПЛЕВЕН,ДОЛНА МИТРОПОЛИЯ,ГР. ТРЪСТЕНИК,4554,4431
02227,ПЛЕВЕН,ДОЛНА МИТРОПОЛИЯ,С. БАЙКАЛ,362,402
03993,ПЛЕВЕН,ДОЛНА МИТРОПОЛИЯ,С. БИВОЛАРЕ,582,610
05013,ПЛЕВЕН,ДОЛНА МИТРОПОЛИЯ,С. БОЖУРИЦА,1014,1060
06210,ПЛЕВЕН,ДОЛНА МИТРОПОЛИЯ,С. БРЕГАРЕ,470,551
16345,ПЛЕВЕН,ДОЛНА МИТРОПОЛИЯ,С. ГОРНА МИТРОПОЛИЯ,1746,1753
17364,ПЛЕВЕН,ДОЛНА МИТРОПОЛИЯ,С. ГОСТИЛЯ,176,195
38145,ПЛЕВЕН,ДОЛНА МИТРОПОЛИЯ,С. КОМАРЕВО,1015,1045
40195,ПЛЕВЕН,ДОЛНА МИТРОПОЛИЯ,С. КРУШОВЕНЕ,867,927
53655,ПЛЕВЕН,ДОЛНА МИТРОПОЛИЯ,С. ОРЕХОВИЦА,1251,1329
56865,ПЛЕВЕН,ДОЛНА МИТРОПОЛИЯ,С. ПОБЕДА,511,494
57025,ПЛЕВЕН,ДОЛНА МИТРОПОЛИЯ,С. ПОДЕМ,723,885
62596,ПЛЕВЕН,ДОЛНА МИТРОПОЛИЯ,С. РИБЕН,672,715
67012,ПЛЕВЕН,ДОЛНА МИТРОПОЛИЯ,С. СЛАВОВИЦА,383,483
68607,ПЛЕВЕН,ДОЛНА МИТРОПОЛИЯ,С. СТАВЕРЦИ,1644,1536
22407,ПЛЕВЕН,ДОЛНИ ДЪБНИК,ГР. ДОЛНИ ДЪБНИК,4557,4377
07524,ПЛЕВЕН,ДОЛНИ ДЪБНИК,С. БЪРКАЧ,820,858
16537,ПЛЕВЕН,ДОЛНИ ДЪБНИК,С. ГОРНИ ДЪБНИК,1991,1826
17470,ПЛЕВЕН,ДОЛНИ ДЪБНИК,С. ГРАДИНА,1080,912
40213,ПЛЕВЕН,ДОЛНИ ДЪБНИК,С. КРУШОВИЦА,2301,2058
56201,ПЛЕВЕН,ДОЛНИ ДЪБНИК,С. ПЕТЪРНИЦА,1602,1597
65070,ПЛЕВЕН,ДОЛНИ ДЪБНИК,С. САДОВЕЦ,2362,2207
43236,ПЛЕВЕН,ЛЕВСКИ,ГР. ЛЕВСКИ,11390,10350
00761,ПЛЕВЕН,ЛЕВСКИ,С. АСЕНОВЦИ,1772,1674
00802,ПЛЕВЕН,ЛЕВСКИ,С. АСПАРУХОВО,602,633
05044,ПЛЕВЕН,ЛЕВСКИ,С. БОЖУРЛУК,90,95
07274,ПЛЕВЕН,ЛЕВСКИ,С. БЪЛГАРЕНЕ,770,777
10080,ПЛЕВЕН,ЛЕВСКИ,С. ВАРАНА,18,25
17556,ПЛЕВЕН,ЛЕВСКИ,С. ГРАДИЩЕ,992,982
32531,ПЛЕВЕН,ЛЕВСКИ,С. ИЗГРЕВ,425,447
37647,ПЛЕВЕН,ЛЕВСКИ,С. КОЗАР БЕЛЕНЕ,674,724
46841,ПЛЕВЕН,ЛЕВСКИ,С. МАЛЧИКА,1321,1262
53089,ПЛЕВЕН,ЛЕВСКИ,С. ОБНОВА,1962,2050
69153,ПЛЕВЕН,ЛЕВСКИ,С. СТЕЖЕРОВО,398,381
73345,ПЛЕВЕН,ЛЕВСКИ,С. ТРЪНЧОВИЦА,551,492
51723,ПЛЕВЕН,НИКОПОЛ,ГР. НИКОПОЛ,4356,3650
00744,ПЛЕВЕН,НИКОПОЛ,С. АСЕНОВО,187,213
02957,ПЛЕВЕН,НИКОПОЛ,С. БАЦОВА МАХАЛА,453,472
12365,ПЛЕВЕН,НИКОПОЛ,С. ВЪБЕЛ,628,660
20314,ПЛЕВЕН,НИКОПОЛ,С. ДЕБОВО,534,554
23193,ПЛЕВЕН,НИКОПОЛ,С. ДРАГАШ ВОЙВОДА,555,532
27019,ПЛЕВЕН,НИКОПОЛ,С. ЕВЛОГИЕВО,60,74
29310,ПЛЕВЕН,НИКОПОЛ,С. ЖЕРНОВ,77,81
44152,ПЛЕВЕН,НИКОПОЛ,С. ЛОЗИЦА,181,211
44536,ПЛЕВЕН,НИКОПОЛ,С. ЛЮБЕНОВО,153,193
49415,ПЛЕВЕН,НИКОПОЛ,С. МУСЕЛИЕВО,705,711
51932,ПЛЕВЕН,НИКОПОЛ,С. НОВАЧЕНЕ,1082,1032
65320,ПЛЕВЕН,НИКОПОЛ,С. САНАДИНОВО,261,285
80697,ПЛЕВЕН,НИКОПОЛ,С. ЧЕРКОВИЦА,441,392
55782,ПЛЕВЕН,ИСКЪР,ГР. ИСКЪР,3521,3321
22438,ПЛЕВЕН,ИСКЪР,С. ДОЛНИ ЛУКОВИТ,1791,1764
56493,ПЛЕВЕН,ИСКЪР,С. ПИСАРОВО,775,837
69095,ПЛЕВЕН,ИСКЪР,С. СТАРОСЕЛЦИ,959,928
56722,ПЛЕВЕН,ПЛЕВЕН,ГР. ПЛЕВЕН,123848,106945
67088,ПЛЕВЕН,ПЛЕВЕН,ГР. СЛАВЯНОВО,4354,4180
03068,ПЛЕВЕН,ПЛЕВЕН,С. БЕГЛЕЖ,579,774
05921,ПЛЕВЕН,ПЛЕВЕН,С. БОХОТ,521,761
06495,ПЛЕВЕН,ПЛЕВЕН,С. БРЕСТОВЕЦ,802,973
06690,ПЛЕВЕН,ПЛЕВЕН,С. БРЪШЛЯНИЦА,730,833
06999,ПЛЕВЕН,ПЛЕВЕН,С. БУКОВЛЪК,4209,4208
12752,ПЛЕВЕН,ПЛЕВЕН,С. ВЪРБИЦА,442,690
17258,ПЛЕВЕН,ПЛЕВЕН,С. ГОРТАЛОВО,100,242
17854,ПЛЕВЕН,ПЛЕВЕН,С. ГРИВИЦА,1489,1500
24935,ПЛЕВЕН,ПЛЕВЕН,С. ДИСЕВИЦА,1043,1073
37856,ПЛЕВЕН,ПЛЕВЕН,С. КОИЛОВЦИ,791,899
40974,ПЛЕВЕН,ПЛЕВЕН,С. КЪРТОЖАБЕНЕ,75,127
41037,ПЛЕВЕН,ПЛЕВЕН,С. КЪШИН,250,319
43147,ПЛЕВЕН,ПЛЕВЕН,С. ЛАСКАР,45,113
47963,ПЛЕВЕН,ПЛЕВЕН,С. МЕЧКА,746,805
51620,ПЛЕВЕН,ПЛЕВЕН,С. НИКОЛАЕВО,637,880
53583,ПЛЕВЕН,ПЛЕВЕН,С. ОПАНЕЦ,1730,1714
55765,ПЛЕВЕН,ПЛЕВЕН,С. ПЕЛИШАТ,467,718
61426,ПЛЕВЕН,ПЛЕВЕН,С. РАДИШЕВО,420,478
62116,ПЛЕВЕН,ПЛЕВЕН,С. РАЛЕВО,240,322
72566,ПЛЕВЕН,ПЛЕВЕН,С. ТОДОРОВО,271,426
73523,ПЛЕВЕН,ПЛЕВЕН,С. ТУЧЕНИЦА,250,326
73674,ПЛЕВЕН,ПЛЕВЕН,С. ТЪРНЕНЕ,1018,1024
87597,ПЛЕВЕН,ПЛЕВЕН,С. ЯСЕН,2507,2499
57772,ПЛЕВЕН,ПОРДИМ,ГР. ПОРДИМ,2110,2041
05493,ПЛЕВЕН,ПОРДИМ,С. БОРИСЛАВ,134,171
12601,ПЛЕВЕН,ПОРДИМ,С. ВЪЛЧИТРЪН,778,836
30590,ПЛЕВЕН,ПОРДИМ,С. ЗГАЛЕВО,485,671
35780,ПЛЕВЕН,ПОРДИМ,С. КАМЕНЕЦ,753,744
36614,ПЛЕВЕН,ПОРДИМ,С. КАТЕРИЦА,46,58
53446,ПЛЕВЕН,ПОРДИМ,С. ОДЪРНЕ,943,938
72881,ПЛЕВЕН,ПОРДИМ,С. ТОТЛЕБЕН,382,465
37863,ПЛЕВЕН,ЧЕРВЕН БРЯГ,ГР. КОЙНАРЕ,4711,4329
80501,ПЛЕВЕН,ЧЕРВЕН БРЯГ,ГР. ЧЕРВЕН БРЯГ,14919,12989
06433,ПЛЕВЕН,ЧЕРВЕН БРЯГ,С. БРЕСТЕ,380,461
14934,ПЛЕВЕН,ЧЕРВЕН БРЯГ,С. ГЛАВА,1369,1289
16540,ПЛЕВЕН,ЧЕРВЕН БРЯГ,С. ГОРНИК,1455,1273
20383,ПЛЕВЕН,ЧЕРВЕН БРЯГ,С. ДЕВЕНЦИ,688,650
43311,ПЛЕВЕН,ЧЕРВЕН БРЯГ,С. ЛЕПИЦА,379,384
61580,ПЛЕВЕН,ЧЕРВЕН БРЯГ,С. РАДОМИРЦИ,1550,1606
61950,ПЛЕВЕН,ЧЕРВЕН БРЯГ,С. РАКИТА,769,855
62503,ПЛЕВЕН,ЧЕРВЕН БРЯГ,С. РЕСЕЛЕЦ,954,1029
63361,ПЛЕВЕН,ЧЕРВЕН БРЯГ,С. РУПЦИ,1245,1228
70281,ПЛЕВЕН,ЧЕРВЕН БРЯГ,С. СУХАЧЕ,666,673
72206,ПЛЕВЕН,ЧЕРВЕН БРЯГ,С. ТЕЛИШ,739,817
81551,ПЛЕВЕН,ЧЕРВЕН БРЯГ,С. ЧОМАКОВЦИ,1006,960
37376,ПЛЕВЕН,КНЕЖА,ГР. КНЕЖА,11141,10501
06375,ПЛЕВЕН,КНЕЖА,С. БРЕНИЦА,1685,1762
27509,ПЛЕВЕН,КНЕЖА,С. ЕНИЦА,973,997
43044,ПЛЕВЕН,КНЕЖА,С. ЛАЗАРОВО,304,352
00702,ПЛОВДИВ,АСЕНОВГРАД,ГР. АСЕНОВГРАД,59826,51728
02974,ПЛОВДИВ,АСЕНОВГРАД,С. БАЧКОВО,285,283
07870,ПЛОВДИВ,АСЕНОВГРАД,С. БОР,16,13
06029,ПЛОВДИВ,АСЕНОВГРАД,С. БОЯНЦИ,1633,1549
12992,ПЛОВДИВ,АСЕНОВГРАД,С. ВРАТА,12,15
16955,ПЛОВДИВ,АСЕНОВГРАД,С. ГОРНОСЛАВ,36,77
21676,ПЛОВДИВ,АСЕНОВГРАД,С. ДОБРОСТАН,22,34
22839,ПЛОВДИВ,АСЕНОВГРАД,С. ДОЛНОСЛАВ,237,238
29581,ПЛОВДИВ,АСЕНОВГРАД,С. ЖЪЛТ КАМЪК,113,94
31108,ПЛОВДИВ,АСЕНОВГРАД,С. ЗЛАТОВРЪХ,385,526
32341,ПЛОВДИВ,АСЕНОВГРАД,С. ИЗБЕГЛИИ,667,885
37633,ПЛОВДИВ,АСЕНОВГРАД,С. КОЗАНОВО,527,566
38385,ПЛОВДИВ,АСЕНОВГРАД,С. КОНУШ,604,661
38799,ПЛОВДИВ,АСЕНОВГРАД,С. КОСОВО,6,13
43298,ПЛОВДИВ,АСЕНОВГРАД,С. ЛЕНОВО,322,386
44834,ПЛОВДИВ,АСЕНОВГРАД,С. ЛЯСКОВО,10,31
49151,ПЛОВДИВ,АСЕНОВГРАД,С. МОСТОВО,40,40
49309,ПЛОВДИВ,АСЕНОВГРАД,С. МУЛДАВА,1663,1402
51127,ПЛОВДИВ,АСЕНОВГРАД,С. НАРЕЧЕНСКИ БАНИ,728,677
51830,ПЛОВДИВ,АСЕНОВГРАД,С. НОВАКОВО,291,328
32398,ПЛОВДИВ,АСЕНОВГРАД,С. НОВИ ИЗВОР,356,279
53761,ПЛОВДИВ,АСЕНОВГРАД,С. ОРЕШЕЦ,17,37
55590,ПЛОВДИВ,АСЕНОВГРАД,С. ПАТРИАРХ ЕВТИМОВО,248,392
70737,ПЛОВДИВ,АСЕНОВГРАД,С. СИНИ ВРЪХ,11,4
69273,ПЛОВДИВ,АСЕНОВГРАД,С. СТОЕВО,747,658
72789,ПЛОВДИВ,АСЕНОВГРАД,С. ТОПОЛОВО,2690,2536
73147,ПЛОВДИВ,АСЕНОВГРАД,С. ТРИ МОГИЛИ,32,27
75254,ПЛОВДИВ,АСЕНОВГРАД,С. УЗУНОВО,11,9
80437,ПЛОВДИВ,АСЕНОВГРАД,С. ЧЕРВЕН,553,692
06361,ПЛОВДИВ,БРЕЗОВО,ГР. БРЕЗОВО,1743,1677
02035,ПЛОВДИВ,БРЕЗОВО,С. БАБЕК,42,53
05356,ПЛОВДИВ,БРЕЗОВО,С. БОРЕЦ,704,705
12680,ПЛОВДИВ,БРЕЗОВО,С. ВЪРБЕН,123,141
23580,ПЛОВДИВ,БРЕЗОВО,С. ДРАНГОВО,363,396
30750,ПЛОВДИВ,БРЕЗОВО,С. ЗЕЛЕНИКОВО,284,325
31160,ПЛОВДИВ,БРЕЗОВО,С. ЗЛАТОСЕЛ,89,146
54451,ПЛОВДИВ,БРЕЗОВО,С. ОТЕЦ КИРИЛОВО,227,237
58983,ПЛОВДИВ,БРЕЗОВО,С. ПЪДАРСКО,573,593
62966,ПЛОВДИВ,БРЕЗОВО,С. РОЗОВЕЦ,144,220
65526,ПЛОВДИВ,БРЕЗОВО,С. СВЕЖЕН,95,182
69818,ПЛОВДИВ,БРЕЗОВО,С. СТРЕЛЦИ,390,496
70593,ПЛОВДИВ,БРЕЗОВО,С. СЪРНЕГОР,80,107
73794,ПЛОВДИВ,БРЕЗОВО,С. ТЮРКМЕН,234,230
