ekatte,region,municipality,settlement,permanent_03_2020,current_03_2020
02676,БЛАГОЕВГРАД,БАНСКО,ГР. БАНСКО,9513,8750
21498,БЛАГОЕВГРАД,БАНСКО,ГР. ДОБРИНИЩЕ,2821,2591
17381,БЛАГОЕВГРАД,БАНСКО,С. ГОСТУН,28,44
39614,БЛАГОЕВГРАД,БАНСКО,С. КРЕМЕН,150,158
47857,БЛАГОЕВГРАД,БАНСКО,С. МЕСТА,222,224
53059,БЛАГОЕВГРАД,БАНСКО,С. ОБИДИМ,76,87
54136,БЛАГОЕВГРАД,БАНСКО,С. ОСЕНОВО,47,55
76090,БЛАГОЕВГРАД,БАНСКО,С. ФИЛИПОВО,656,621
03504,БЛАГОЕВГРАД,БЕЛИЦА,ГР. БЕЛИЦА,3342,3066
02107,БЛАГОЕВГРАД,БЕЛИЦА,С. БАБЯК,769,722
77596,БЛАГОЕВГРАД,БЕЛИЦА,С. ГОРНО КРАИЩЕ,1256,1190
15638,БЛАГОЕВГРАД,БЕЛИЦА,С. ГЪЛЪБОВО,34,38
20064,БЛАГОЕВГРАД,БЕЛИЦА,С. ДАГОНОВО,789,736
14521,БЛАГОЕВГРАД,БЕЛИЦА,С. ЗЛАТАРИЦА,78,87
39270,БЛАГОЕВГРАД,БЕЛИЦА,С. КРАИЩЕ,2667,2492
40453,БЛАГОЕВГРАД,БЕЛИЦА,С. КУЗЬОВО,262,247
44762,БЛАГОЕВГРАД,БЕЛИЦА,С. ЛЮТОВО,220,218
53998,БЛАГОЕВГРАД,БЕЛИЦА,С. ОРЦЕВО,164,154
59330,БЛАГОЕВГРАД,БЕЛИЦА,С. ПАЛАТИК,217,205
80649,БЛАГОЕВГРАД,БЕЛИЦА,С. ЧЕРЕШОВО,287,251
04279,БЛАГОЕВГРАД,БЛАГОЕВГРАД,ГР. БЛАГОЕВГРАД,82601,74649
03664,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. БЕЛО ПОЛЕ,8719,638
04217,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. БИСТРИЦА,610,66
07168,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. БУЧИНО,133,47
07377,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. БЪЛГАРЧЕВО,611,321
14204,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ГАБРОВО,800,42
17004,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ГОРНО ХЪРСОВО,593,130
20328,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ДЕБОЧИЦА,56,30
20540,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ДЕЛВИНО,601,100
23652,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ДРЕНКОВО,55,46
24367,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ДЪБРАВА,631,127
27231,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЕЛЕНОВО,532,199
30702,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЗЕЛЕНДОЛ,221,198
00134,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ИЗГРЕВ,731,585
37263,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. КЛИСУРА,18,13
43520,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЛЕШКО,1342,216
43863,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЛИСИЯ,8,7
68792,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЛОГОДАЖ,4734,313
47370,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. МАРУЛЕВО,558,83
49179,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. МОЩАНЕЦ,26,46
53031,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ОБЕЛ,37,24
55107,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ПАДЕШ,534,556
57159,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ПОКРОВНИК,3475,908
62699,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. РИЛЦИ,5492,831
66055,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. СЕЛИЩЕ,263,293
78464,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЦЕРОВО,729,695
17395,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,ГР. ГОЦЕ ДЕЛЧЕВ,21988,20076
02600,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БАНИЧАН,597,557
05606,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БОРОВО,1163,1021
06306,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БРЕЗНИЦА,3877,3453
07003,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БУКОВО,1113,966
17347,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ГОСПОДИНЦИ,523,500
20585,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ДЕЛЧЕВО,39,28
21680,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ДОБРОТИНО,27,33
38666,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. КОРНИЦА,2359,1638
44416,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ЛЪЖНИЦА,2071,1649
49432,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. МОСОМИЩЕ,2157,2082
02381,БЛАГОЕВГРАД,ГЪРМЕН,С. БАЛДЕВО,181,174
16763,БЛАГОЕВГРАД,ГЪРМЕН,С. ГОРНО ДРЯНОВО,1072,1008
18366,БЛАГОЕВГРАД,ГЪРМЕН,С. ГЪРМЕН,2148,1861
20331,БЛАГОЕВГРАД,ГЪРМЕН,С. ДЕБРЕН,2589,2375
22616,БЛАГОЕВГРАД,ГЪРМЕН,С. ДОЛНО ДРЯНОВО,1339,1244
24267,БЛАГОЕВГРАД,ГЪРМЕН,С. ДЪБНИЦА,2329,1888
37472,БЛАГОЕВГРАД,ГЪРМЕН,С. КОВАЧЕВИЦА,50,43
40138,БЛАГОЕВГРАД,ГЪРМЕН,С. КРУШЕВО,269,241
43606,БЛАГОЕВГРАД,ГЪРМЕН,С. ЛЕЩЕН,4,7
47408,БЛАГОЕВГРАД,ГЪРМЕН,С. МАРЧЕВО,137,169
53326,БЛАГОЕВГРАД,ГЪРМЕН,С. ОГНЯНОВО,1709,1526
53727,БЛАГОЕВГРАД,ГЪРМЕН,С. ОРЕШЕ,215,202
54184,БЛАГОЕВГРАД,ГЪРМЕН,С. ОСИКОВО,575,518
62640,БЛАГОЕВГРАД,ГЪРМЕН,С. РИБНОВО,3085,2711
66874,БЛАГОЕВГРАД,ГЪРМЕН,С. СКРЕБАТНО,271,239
77222,БЛАГОЕВГРАД,ГЪРМЕН,С. ХВОСТЯНЕ,1393,757
39699,БЛАГОЕВГРАД,КРЕСНА,ГР. КРЕСНА,3537,3667
11569,БЛАГОЕВГРАД,КРЕСНА,С. ВЛАХИ,5,13
16136,БЛАГОЕВГРАД,КРЕСНА,С. ГОРНА БРЕЗНИЦА,466,614
22068,БЛАГОЕВГРАД,КРЕСНА,С. ДОЛНА ГРАДЕШНИЦА,599,656
54537,БЛАГОЕВГРАД,КРЕСНА,С. ОЩАВА,53,83
67369,БЛАГОЕВГРАД,КРЕСНА,С. СЛИВНИЦА,572,621
56126,БЛАГОЕВГРАД,ПЕТРИЧ,ГР. ПЕТРИЧ,40749,30060
02806,БЛАГОЕВГРАД,ПЕТРИЧ,С. БАСКАЛЦИ,59,51
03294,БЛАГОЕВГРАД,ПЕТРИЧ,С. БЕЛАСИЦА,1165,1005
66322,БЛАГОЕВГРАД,ПЕТРИЧ,С. БОГОРОДИЦА,37,11
05596,БЛАГОЕВГРАД,ПЕТРИЧ,С. БОРОВИЧЕНЕ,43,48
11358,БЛАГОЕВГРАД,ПЕТРИЧ,С. ВИШЛЕНЕ,46,45
12036,БЛАГОЕВГРАД,ПЕТРИЧ,С. ВОЛНО,48,10
14091,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГАБРЕНЕ,959,723
14581,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГЕГА,225,229
58390,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГЕНЕРАЛ ТОДОРОВ,668,610
17302,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГОРЧЕВО,2,3
21885,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛЕНЕ,14,15
22143,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНА КРУШИЦА,163,164
22246,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНА РИБНИЦА,393,312
22842,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНО СПАНЧЕВО,80,89
23488,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРАГУШ,34,41
23563,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРАНГОВО,538,481
23683,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРЕНОВИЦА,13,12
23697,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРЕНОВО,75,81
31317,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЗОЙЧЕНЕ,42,41
32086,БЛАГОЕВГРАД,ПЕТРИЧ,С. ИВАНОВО,3,6
35081,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАВРАКИРОВО,1668,1612
35688,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАМЕНА,308,263
36083,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАПАТОВО,141,173
37143,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЛАДЕНЦИ,33,32
37349,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЛЮЧ,1017,815
37989,БЛАГОЕВГРАД,ПЕТРИЧ,С. КОЛАРОВО,2048,1859
39935,БЛАГОЕВГРАД,ПЕТРИЧ,С. КРОМИДОВО,103,113
40302,БЛАГОЕВГРАД,ПЕТРИЧ,С. КРЪНДЖИЛИЦА,6,5
40508,БЛАГОЕВГРАД,ПЕТРИЧ,С. КУКУРАХЦЕВО,46,45
40539,БЛАГОЕВГРАД,ПЕТРИЧ,С. КУЛАТА,778,737
40912,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЪРНАЛОВО,1751,1619
47189,БЛАГОЕВГРАД,ПЕТРИЧ,С. МАРИКОСТИНОВО,1229,1197
47247,БЛАГОЕВГРАД,ПЕТРИЧ,С. МАРИНО ПОЛЕ,304,256
47799,БЛАГОЕВГРАД,ПЕТРИЧ,С. МЕНДОВО,100,81
48458,БЛАГОЕВГРАД,ПЕТРИЧ,С. МИТИНО,421,317
48578,БЛАГОЕВГРАД,ПЕТРИЧ,С. МИХНЕВО,1055,977
52091,БЛАГОЕВГРАД,ПЕТРИЧ,С. НОВО КОНОМЛАДИ,124,124
58061,БЛАГОЕВГРАД,ПЕТРИЧ,С. ПРАВО БЪРДО,48,48
59077,БЛАГОЕВГРАД,ПЕТРИЧ,С. ПЪРВОМАЙ,3720,3333
62623,БЛАГОЕВГРАД,ПЕТРИЧ,С. РИБНИК,136,136
49312,БЛАГОЕВГРАД,ПЕТРИЧ,С. РУПИТЕ,1051,1008
63542,БЛАГОЕВГРАД,ПЕТРИЧ,С. РЪЖДАК,259,268
65293,БЛАГОЕВГРАД,ПЕТРИЧ,С. САМУИЛОВО,881,854
66901,БЛАГОЕВГРАД,ПЕТРИЧ,С. СКРЪТ,1431,956
69119,БЛАГОЕВГРАД,ПЕТРИЧ,С. СТАРЧЕВО,536,533
69941,БЛАГОЕВГРАД,ПЕТРИЧ,С. СТРУМЕШНИЦА,390,313
72672,БЛАГОЕВГРАД,ПЕТРИЧ,С. ТОНСКО ДАБЕ,1,3
72744,БЛАГОЕВГРАД,ПЕТРИЧ,С. ТОПОЛНИЦА,720,660
81788,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУРИЛОВО,38,34
81791,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУРИЧЕНИ,134,124
81832,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУЧУЛИГОВО,178,178
87134,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЯВОРНИЦА,1014,803
87312,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЯКОВО,59,74
61813,БЛАГОЕВГРАД,РАЗЛОГ,ГР. РАЗЛОГ,13185,12500
02693,БЛАГОЕВГРАД,РАЗЛОГ,С. БАНЯ,2928,2880
02960,БЛАГОЕВГРАД,РАЗЛОГ,С. БАЧЕВО,1602,1567
15326,БЛАГОЕВГРАД,РАЗЛОГ,С. ГОДЛЕВО,504,475
16754,БЛАГОЕВГРАД,РАЗЛОГ,С. ГОРНО ДРАГЛИЩЕ,882,860
21748,БЛАГОЕВГРАД,РАЗЛОГ,С. ДОБЪРСКО,588,556
22602,БЛАГОЕВГРАД,РАЗЛОГ,С. ДОЛНО ДРАГЛИЩЕ,600,665
27293,БЛАГОЕВГРАД,РАЗЛОГ,С. ЕЛЕШНИЦА,1349,1278
47754,БЛАГОЕВГРАД,САНДАНСКИ,ГР. МЕЛНИК,199,257
65334,БЛАГОЕВГРАД,САНДАНСКИ,ГР. САНДАНСКИ,30689,27462
03335,БЛАГОЕВГРАД,САНДАНСКИ,С. БЕЛЕВЕХЧЕВО,0,6
03784,БЛАГОЕВГРАД,САНДАНСКИ,С. БЕЛЬОВО,2,0
04933,БЛАГОЕВГРАД,САНДАНСКИ,С. БОЖДОВО,2,6
11168,БЛАГОЕВГРАД,САНДАНСКИ,С. ВИНОГРАДИ,49,47
11315,БЛАГОЕВГРАД,САНДАНСКИ,С. ВИХРЕН,3,0
12200,БЛАГОЕВГРАД,САНДАНСКИ,С. ВРАНЯ,98,111
12471,БЛАГОЕВГРАД,САНДАНСКИ,С. ВЪЛКОВО,422,398
15549,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОЛЕМ ЦАЛИМ,10,16
15583,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОЛЕШОВО,25,28
16403,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОРНА СУШИЦА,21,21
16969,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОРНО СПАНЧЕВО,70,69
20105,БЛАГОЕВГРАД,САНДАНСКИ,С. ДАМЯНИЦА,1280,1278
20345,БЛАГОЕВГРАД,САНДАНСКИ,С. ДЕБРЕНЕ,29,40
20780,БЛАГОЕВГРАД,САНДАНСКИ,С. ДЖИГУРОВО,711,719
21909,БЛАГОЕВГРАД,САНДАНСКИ,С. ДОЛЕНИ,4,5
31139,БЛАГОЕВГРАД,САНДАНСКИ,С. ЗЛАТОЛИСТ,11,9
20910,БЛАГОЕВГРАД,САНДАНСКИ,С. ЗОРНИЦА,74,87
35362,БЛАГОЕВГРАД,САНДАНСКИ,С. КАЛИМАНЦИ,178,162
36693,БЛАГОЕВГРАД,САНДАНСКИ,С. КАТУНЦИ,1230,1177
36734,БЛАГОЕВГРАД,САНДАНСКИ,С. КАШИНА,4,10
37486,БЛАГОЕВГРАД,САНДАНСКИ,С. КОВАЧЕВО,10,24
40378,БЛАГОЕВГРАД,САНДАНСКИ,С. КРЪСТИЛЦИ,8,11
40926,БЛАГОЕВГРАД,САНДАНСКИ,С. КЪРЛАНОВО,39,34
43030,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛАДАРЕВО,20,30
43150,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛАСКАРЕВО,164,142
43181,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕБНИЦА,389,375
43243,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕВУНОВО,596,639
43503,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕХОВО,4,3
43565,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕШНИЦА,776,666
43699,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛИЛЯНОВО,256,218
44121,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛОЗЕНИЦА,68,67
44625,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЮБОВИЩЕ,12,17
44639,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЮБОВКА,21,28
46526,БЛАГОЕВГРАД,САНДАНСКИ,С. МАЛКИ ЦАЛИМ,4,5
52074,БЛАГОЕВГРАД,САНДАНСКИ,С. НОВО ДЕЛЧЕВО,1105,1011
52307,БЛАГОЕВГРАД,САНДАНСКИ,С. НОВО ХОДЖОВО,49,45
56174,БЛАГОЕВГРАД,САНДАНСКИ,С. ПЕТРОВО,447,443
56352,БЛАГОЕВГРАД,САНДАНСКИ,С. ПИПЕРИЦА,10,9
56410,БЛАГОЕВГРАД,САНДАНСКИ,С. ПИРИН,166,140
56839,БЛАГОЕВГРАД,САНДАНСКИ,С. ПЛОСКИ,559,691
57176,БЛАГОЕВГРАД,САНДАНСКИ,С. ПОЛЕНИЦА,1296,1222
62918,БЛАГОЕВГРАД,САНДАНСКИ,С. РОЖЕН,9,13
66785,БЛАГОЕВГРАД,САНДАНСКИ,С. СКЛАВЕ,1407,1396
68223,БЛАГОЕВГРАД,САНДАНСКИ,С. СПАТОВО,83,104
69290,БЛАГОЕВГРАД,САНДАНСКИ,С. СТОЖА,33,67
69938,БЛАГОЕВГРАД,САНДАНСКИ,С. СТРУМА,583,550
70189,БЛАГОЕВГРАД,САНДАНСКИ,С. СУГАРЕВО,13,12
77361,БЛАГОЕВГРАД,САНДАНСКИ,С. ХОТОВО,91,109
77414,БЛАГОЕВГРАД,САНДАНСКИ,С. ХРАСНА,0,8
77565,БЛАГОЕВГРАД,САНДАНСКИ,С. ХЪРСОВО,179,185
80618,БЛАГОЕВГРАД,САНДАНСКИ,С. ЧЕРЕШНИЦА,28,34
87446,БЛАГОЕВГРАД,САНДАНСКИ,С. ЯНОВО,127,114
04707,БЛАГОЕВГРАД,САТОВЧА,С. БОГОЛИН,471,419
10046,БЛАГОЕВГРАД,САТОВЧА,С. ВАКЛИНОВО,1294,1055
12499,БЛАГОЕВГРАД,САТОВЧА,С. ВЪЛКОСЕЛ,2773,2360
15312,БЛАГОЕВГРАД,САТОВЧА,С. ГОДЕШЕВО,937,803
21868,БЛАГОЕВГРАД,САТОВЧА,С. ДОЛЕН,382,357
29372,БЛАГОЕВГРАД,САТОВЧА,С. ЖИЖЕВО,365,351
39089,БЛАГОЕВГРАД,САТОВЧА,С. КОЧАН,3438,2767
39726,БЛАГОЕВГРАД,САТОВЧА,С. КРИБУЛ,397,346
54225,БЛАГОЕВГРАД,САТОВЧА,С. ОСИНА,614,542
56740,БЛАГОЕВГРАД,САТОВЧА,С. ПЛЕТЕНА,1973,1721
65440,БЛАГОЕВГРАД,САТОВЧА,С. САТОВЧА,2435,1901
67270,БЛАГОЕВГРАД,САТОВЧА,С. СЛАЩЕН,2316,1842
73519,БЛАГОЕВГРАД,САТОВЧА,С. ТУХОВИЩА,888,799
76203,БЛАГОЕВГРАД,САТОВЧА,С. ФЪРГОВО,479,460
66460,БЛАГОЕВГРАД,СИМИТЛИ,ГР. СИМИТЛИ,7374,7039
06238,БЛАГОЕВГРАД,СИМИТЛИ,С. БРЕЖАНИ,765,720
06522,БЛАГОЕВГРАД,СИМИТЛИ,С. БРЕСТОВО,8,12
16870,БЛАГОЕВГРАД,СИМИТЛИ,С. ГОРНО ОСЕНОВО,5,4
17405,БЛАГОЕВГРАД,СИМИТЛИ,С. ГРАДЕВО,144,179
21837,БЛАГОЕВГРАД,СИМИТЛИ,С. ДОКАТИЧЕВО,2,2
22753,БЛАГОЕВГРАД,СИМИТЛИ,С. ДОЛНО ОСЕНОВО,1608,1525
29146,БЛАГОЕВГРАД,СИМИТЛИ,С. ЖЕЛЕЗНИЦА,295,284
40052,БЛАГОЕВГРАД,СИМИТЛИ,С. КРУПНИК,2217,2106
48012,БЛАГОЕВГРАД,СИМИТЛИ,С. МЕЧКУЛ,13,35
57162,БЛАГОЕВГРАД,СИМИТЛИ,С. ПОЛЕНА,713,673
57203,БЛАГОЕВГРАД,СИМИТЛИ,С. ПОЛЕТО,650,621
61978,БЛАГОЕВГРАД,СИМИТЛИ,С. РАКИТНА,89,101
66247,БЛАГОЕВГРАД,СИМИТЛИ,С. СЕНОКОС,27,35
70370,БЛАГОЕВГРАД,СИМИТЛИ,С. СУХОСТРЕЛ,1,6
71831,БЛАГОЕВГРАД,СИМИТЛИ,С. СУШИЦА,35,44
73184,БЛАГОЕВГРАД,СИМИТЛИ,С. ТРОСКОВО,3,10
81013,БЛАГОЕВГРАД,СИМИТЛИ,С. ЧЕРНИЧЕ,1098,1027
10608,БЛАГОЕВГРАД,СТРУМЯНИ,С. ВЕЛЮЩЕЦ,2,2
12142,БЛАГОЕВГРАД,СТРУМЯНИ,С. ВРАКУПОВИЦА,12,7
16033,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРЕМЕ,63,61
16273,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРНА КРУШИЦА,41,56
16362,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРНА РИБНИЦА,3,4
21467,БЛАГОЕВГРАД,СТРУМЯНИ,С. ДОБРИ ЛАКИ,146,127
23532,БЛАГОЕВГРАД,СТРУМЯНИ,С. ДРАКАТА,153,133
32322,БЛАГОЕВГРАД,СТРУМЯНИ,С. ИГРАЛИЩЕ,258,220
32665,БЛАГОЕВГРАД,СТРУМЯНИ,С. ИЛИНДЕНЦИ,789,754
35818,БЛАГОЕВГРАД,СТРУМЯНИ,С. КАМЕНИЦА,91,106
37191,БЛАГОЕВГРАД,СТРУМЯНИ,С. КЛЕПАЛО,28,24
38056,БЛАГОЕВГРАД,СТРУМЯНИ,С. КОЛИБИТЕ,3,4
40957,БЛАГОЕВГРАД,СТРУМЯНИ,С. КЪРПЕЛЕВО,29,22
47473,БЛАГОЕВГРАД,СТРУМЯНИ,С. МАХАЛАТА,27,29
49686,БЛАГОЕВГРАД,СТРУМЯНИ,С. МИКРЕВО,2413,2340
51737,БЛАГОЕВГРАД,СТРУМЯНИ,С. НИКУДИН,68,79
55227,БЛАГОЕВГРАД,СТРУМЯНИ,С. ПАЛАТ,28,26
61772,БЛАГОЕВГРАД,СТРУМЯНИ,С. РАЗДОЛ,166,169
65930,БЛАГОЕВГРАД,СТРУМЯНИ,С. СЕДЕЛЕЦ,20,21
69969,БЛАГОЕВГРАД,СТРУМЯНИ,С. СТРУМЯНИ,869,844
78046,БЛАГОЕВГРАД,СТРУМЯНИ,С. ЦАПАРЕВО,126,123
77058,БЛАГОЕВГРАД,ХАДЖИДИМОВО,ГР. ХАДЖИДИМОВО,2845,2629
00014,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. АБЛАНИЦА,2881,2590
03976,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. БЕСЛЕН,725,682
04399,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. БЛАТСКА,852,662
14341,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ГАЙТАНИНОВО,44,55
32648,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ИЛИНДЕН,68,98
38532,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. КОПРИВЛЕН,1298,1315
44464,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ЛЪКИ,33,61
51860,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. НОВА ЛОВЧА,48,58
52101,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. НОВО ЛЕСКИ,400,359
55467,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ПАРИЛ,3,7
56109,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ПЕТРЕЛИК,158,153
65108,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. САДОВО,404,401
72268,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ТЕПЛЕН,485,468
72374,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ТЕШОВО,142,141
87338,БЛАГОЕВГРАД,ЯКОРУДА,ГР. ЯКОРУДА,5821,5335
00059,БЛАГОЕВГРАД,ЯКОРУДА,С. АВРАМОВО,728,672
03561,БЛАГОЕВГРАД,ЯКОРУДА,С. БЕЛ КАМЕН,563,527
07822,БЛАГОЕВГРАД,ЯКОРУДА,С. БУНЦЕВО,518,525
38220,БЛАГОЕВГРАД,ЯКОРУДА,С. КОНАРСКО,950,870
32603,БЛАГОЕВГРАД,ЯКОРУДА,С. СМОЛЕВО,550,512
81850,БЛАГОЕВГРАД,ЯКОРУДА,С. ЧЕРНА МЕСТА,415,407
86101,БЛАГОЕВГРАД,ЯКОРУДА,С. ЮРУКОВО,1194,1156
00151,БУРГАС,АЙТОС,ГР. АЙТОС,24754,22416
23889,БУРГАС,АЙТОС,С. ДРЯНКОВЕЦ,202,212
30805,БУРГАС,АЙТОС,С. ЗЕТЬОВО,323,252
36227,БУРГАС,АЙТОС,С. КАРАГЕОРГИЕВО,1781,1381
36381,БУРГАС,АЙТОС,С. КАРАНОВО,906,915
44817,БУРГАС,АЙТОС,С. ЛЯСКОВО,73,140
46440,БУРГАС,АЙТОС,С. МАЛКА ПОЛЯНА,673,404
49477,БУРГАС,АЙТОС,С. МЪГЛЕН,1625,1310
56321,БУРГАС,АЙТОС,С. ПЕЩЕРСКО,988,699
56438,БУРГАС,АЙТОС,С. ПИРНЕ,596,799
57426,БУРГАС,АЙТОС,С. ПОЛЯНОВО,492,375
62013,БУРГАС,АЙТОС,С. РАКЛИНОВО,153,146
70473,БУРГАС,АЙТОС,С. СЪДИЕВО,295,369
72727,БУРГАС,АЙТОС,С. ТОПОЛИЦА,1057,949
80813,БУРГАС,АЙТОС,С. ЧЕРНА МОГИЛА,494,368
81102,БУРГАС,АЙТОС,С. ЧЕРНОГРАД,660,586
81640,БУРГАС,АЙТОС,С. ЧУКАРКА,771,679
07079,БУРГАС,БУРГАС,ГР. БУРГАС,226899,213929
07332,БУРГАС,БУРГАС,ГР. БЪЛГАРОВО,1947,1927
06152,БУРГАС,БУРГАС,С. БРАТОВО,97,121
06776,БУРГАС,БУРГАС,С. БРЯСТОВЕЦ,222,327
21141,БУРГАС,БУРГАС,С. ДИМЧЕВО,139,168
23090,БУРГАС,БУРГАС,С. ДРАГАНОВО,513,440
32367,БУРГАС,БУРГАС,С. ИЗВОР,430,609
32425,БУРГАС,БУРГАС,С. ИЗВОРИЩЕ,455,437
47202,БУРГАС,БУРГАС,С. МАРИНКА,1070,1182
48409,БУРГАС,БУРГАС,С. МИРОЛЮБОВО,80,93
61145,БУРГАС,БУРГАС,С. РАВНЕЦ,1604,1651
72151,БУРГАС,БУРГАС,С. ТВЪРДИЦА,436,445
17974,БУРГАС,СРЕДЕЦ,ГР. СРЕДЕЦ,9262,8889
03349,БУРГАС,СРЕДЕЦ,С. БЕЛЕВРЕН,10,16
03455,БУРГАС,СРЕДЕЦ,С. БЕЛИЛА,9,49
04176,БУРГАС,СРЕДЕЦ,С. БИСТРЕЦ,40,144
04621,БУРГАС,СРЕДЕЦ,С. БОГДАНОВО,27,63
10166,БУРГАС,СРЕДЕЦ,С. ВАРОВНИК,4,13
72059,БУРГАС,СРЕДЕЦ,С. ВЪЛЧАНОВО,17,123
15816,БУРГАС,СРЕДЕЦ,С. ГОЛЯМО БУКОВО,28,109
17035,БУРГАС,СРЕДЕЦ,С. ГОРНО ЯБЪЛКОВО,8,36
17720,БУРГАС,СРЕДЕЦ,С. ГРАНИТЕЦ,11,14
17779,БУРГАС,СРЕДЕЦ,С. ГРАНИЧАР,2,20
